ОКПО;ИНН;Грузоотправитель;Холдинг грузоотправителя
30947346;2712006510;ГРУЗОВОЙ ПОРТ ПИВАНЬ, ООО;Прочие
29869960;3818048840;ГРУЗОВОЙ ТЕРМИНАЛ ОСЕТРОВО, АО;Прочие
73836315;7730510494;ГРУП ДЕЛЬТА ИНВЕСТМЕНТС, ООО;Прочие
31612040;7801359651;ГРУППА КОМПАНИЙ ПАЛЛЕТТАРА, ООО;Прочие
99819716;5445226315;ГРУППА КОМПАНИЙ ПРОММЕТПЛАСТ, ООО;Прочие
99239350;7451244443;ГРУППА КОМПАНИЙ РЕСА, АО;Прочие
83649425;0411137185;ГРУППА ПРОДОВОЛЬСТВИЕ, ООО;Прочие
62023922;6674330951;ГРУППА СВЭЛ, АО;Прочие
53732246;7725305789;ГРЭЙНИНВЕСТ, ООО;Прочие
3457450;2630047403;ГРЭЙНКО, ООО;Прочие
19978412;2632109542;ГРЭЙНКОР, ООО;Прочие
336177;4802000958;ГРЯЗИНСКИЙ САХАРНЫЙ ЗАВОД, ЗАО;Прочие
28095090;6164120763;ГТ КОРВЕТ, ООО;Прочие
83885384;7839376208;ГТБ, ООО;Прочие
43824125;7720499107;ГТИ, ООО;Прочие
16848040;3849039324;ГТК, ООО;Прочие
28397105;2204086553;ГТС, ООО;Прочие
33774544;6732169616;ГТС, ООО;Прочие
94924495;2538100260;ГТС, ООО;Прочие
31997139;7810395198;ГТТ, ООО;Прочие
36439013;5921031361;ГУБАХА ЛЕС, ООО;Прочие
95411607;1657059348;ГУДВИЛ, ООО;Прочие
73586083;4345085267;ГУДВИН, ООО;Прочие
52913460;7814799515;ГУДРЭЙЛ, ООО;Прочие
5450297;5904343184;ГУРТРАНС, ООО;Прочие
37271099;7718868710;ГУРУ, ООО;Прочие
1655393;4202050643;ГУРЬЕВСК-СТАЛЬ, ООО;Прочие
7622986;2452000401;ГХК, ФГУП;Прочие
3837023;3811437527;ГЭК, ООО;Прочие
97560711;5250037524;ГЭС-НН, ООО;Прочие
97153992;1102054991;Газпром переработка, Сосногорский газоперерабатывающий завод ООО;Прочие
117876240;660105737861;Галкин Александр Владимирович;Прочие
89794699;380200130197;Ганин Рамиль Камильевич;Прочие
2015057137;590318425800;Гасанов Яша;Прочие
1105741;7708503727;Главный материальный склад;"ОАО ""РЖД"""
202086194;381709128805;Гогнадзе Амиран Теймуразович;Прочие
2250250;7813252159;Гознак, Краснокамская бумажная фабрика АО;Прочие
152081224;323017064665;Голев Андрей Викторович;Прочие
89652096;227710008020;Головенко Сергей Николаевич;Прочие
64569900;181301222725;Головлев Иван Леонидович;Прочие
82808511;752300154214;Гондаренко Алексей Геннадьевич;Прочие
68424994;701707281830;Григорян Артур Вараздатович;Прочие
150599965;280118790455;Грицаенко Александра Андреевна;Прочие
150593007;281501595808;Гроднова Светлана Михайловна;Прочие
107857847;430502834360;Гущин Виталий Сергеевич;Прочие
9417010;2336022933;ДА-ЛИНА ТРАНС, ООО;Прочие
97645362;7329007764;ДААЗ, ООО;Прочие
80013519;0259009339;ДАВЛЕКАНОВСКИЙ КХП, ООО;Прочие
44613123;2311306556;ДАДГАРЭКСПОРТ, ООО;Прочие
13418882;6670312856;ДАКА, ООО;Прочие
94660518;7802358160;ДАКОР, ООО;Прочие
25429939;6680007932;ДАЛЕРОН, ООО;Прочие
44144177;6623108719;ДАЛЕС, ООО;Прочие
48961000;2540281230;ДАЛЬ-ВОСТОКЛОДЖИСТИК, ООО;Прочие
95357012;7901532437;ДАЛЬГРАФИТ, ООО;Прочие
32177259;2703082018;ДАЛЬИНТЕРЛЕС, ООО;Прочие
50423929;2712010228;ДАЛЬКОМПЛЕКС, ООО;Прочие
1443886;2537003955;ДАЛЬКОМХОЛОД, АО;Прочие
22697958;7718957575;ДАЛЬНЕГОРСКИЙ ГОК, ООО;Прочие
19053163;2536305008;ДАЛЬНЕФТЕПРИМ, ООО;Прочие
48848604;2538051310;ДАЛЬРЕФТРАНС, ООО;"ООО ""УК ""ДЕЛО"""
40926279;2703075081;ДАЛЬСТАР, ООО;Прочие
33643474;2536278266;ДАЛЬТЭК ПЛЮС, ООО;Прочие
40650245;9725006623;ДАЛЬФЕС, ООО;Прочие
480052;2702010564;ДАЛЬХИМФАРМ, ОАО;Прочие
428614;2506010776;ДАЛЬЭКСПРЕСС, ООО;Прочие
3087409;2204080329;ДАРЫ СОЛНЦА, ООО;Прочие
28874077;2723176137;ДАС, ООО;Прочие
28521373;2511105487;ДВ ИНК, ООО;Прочие
48347581;2723169130;ДВ КАМЕНЬ, ООО;Прочие
31155386;2540205503;ДВ ЛОГИСТИК, ООО;Прочие
42674014;2721205738;ДВ ЛОГИСТИК, ООО;Прочие
39881040;2508124419;ДВ ПОРТ, ООО;Прочие
65466666;2537082058;ДВ ПОРТ, ООО;Прочие
40930238;2723164068;ДВ СЕНЬХЕ, ООО;Прочие
6537511;2724218929;ДВ ТРАНС, ООО;Прочие
24734161;7536154735;ДВ УГОЛЬ СИБИРИ, ООО;Прочие
80948523;2534006620;ДВ ФОРЕСТ, ООО;Прочие
28815867;2543033235;ДВ ЭКСПРЕСС, ООО;Прочие
98098031;2723087261;ДВ-ЛОКОМОТИВ, ООО;Прочие
28348383;2721236359;ДВ-ЭКСПОРТ ТРЕЙД, ООО;Прочие
10228402;2538071122;ДВЖД-РЕГИОН, ООО;Прочие
29566314;2348018988;ДВЗ СКЗ, ООО;Прочие
36771032;2543073894;ДВИЖЕНИЕ ДВ, ООО;Прочие
46080791;4345428309;ДВИЖЕНИЕ, ООО;Прочие
60601881;4312140219;ДВИЖЕНИЕ-АВТОМАСЛА, ООО;Прочие
98108232;5032372931;ДВИНА, АО;Прочие
42661247;2711009300;ДВКЦ, ООО;Прочие
68527718;2537084344;ДВЛК, ООО;Прочие
68544929;2536237358;ДВЛК, ООО;Прочие
5931335;2721228333;ДВЛЦ, ООО;Прочие
40598473;2465193768;ДВМ-ПРИМОРЬЕ, ООО;Прочие
24828608;2706032505;ДВПО ВОСХОД, АО;Прочие
39898336;2543139418;ДВРК, ООО;Прочие
23310312;1402018031;ДВСБ, ООО;Прочие
76618493;3816034024;ДВТК, ООО;Прочие
90996470;3804045543;ДГИ, МП;Прочие
76727851;1434031363;ДГК, АО;Прочие
70960629;3328430306;ДЕ ХЁС, НПАО;Прочие
38568832;2543004650;ДЕВАР, ООО;Прочие
42398940;5263108927;ДЕВЕЛОПМЕНТ ГРУПП, ООО ПК;Прочие
3869098;4826126090;ДЕКА-СТРОЙ, ООО ГК;Прочие
89345878;6413523589;ДЕКАБРИСТ, АО;Прочие
70948410;6935010204;ДЕКО ЛЕС, ООО;Прочие
61103624;3804043850;ДЕКОМ, ООО;Прочие
29664040;7813614225;ДЕЛАКЕЙ, ООО;Прочие
73587467;4345086207;ДЕЛОВОЙ ЛЕС, ООО;Прочие
44274537;2511112759;ДЕЛОВОЙ СОЮЗ, ООО;Прочие
6739321;7804590521;ДЕЛТРАНСЛОГИСТИК, ООО;Прочие
77487656;7718549336;ДЕЛФИН ДИСТРИБЬЮШЕН, ООО;Прочие
18386572;7713173457;ДЕЛФИН ЛОГИСТИК, ООО;Прочие
88267662;2538127015;ДЕЛЬТА ВЛ, ООО;Прочие
14310098;2465163467;ДЕЛЬТА ТЭК, ООО;Прочие
32856197;4322011477;ДЕЛЬТА, ООО;Прочие
44786026;2912006966;ДЕЛЬТА, ООО;Прочие
79253313;6167084746;ДЕЛЬТА, ООО;Прочие
97720043;3823020287;ДЕЛЬТА, ООО;Прочие
21601941;7414000390;ДЕЛЬТА-ПЛЮС, ООО;Прочие
49437702;3823011170;ДЕЛЬТА-ПЛЮС, ООО;Прочие
6877968;6671068223;ДЕЛЬТА-ТС, ООО;Прочие
13620454;3801065291;ДЕЛЬТАКОМ, АО;Прочие
17336738;2807006903;ДЕЛЬТАТРАНС, ООО;Прочие
31053852;7805634210;ДЕЛЭКСПРЕСС, ООО;Прочие
41268393;9717085660;ДЕМЬЯНОВСКИЙ ЗАВОД ДВП, ООО;Прочие
31275239;3661003581;ДЕТАЛИ КРЕПЛЕНИЯ ПУТИ, ООО ПП;Прочие
3224504;6321412293;ДЖЕНОЕКС ГРУПП, ООО;Прочие
36275735;2801247596;ДЖЕТ ЛОДЖИСТИК, ООО;Прочие
89343796;6451424194;ДЖИ ПИ ВЫМПЕЛ, ООО;Прочие
57326402;0550008370;ДЖИ-ТРАНС, ООО;Прочие
64392894;2721172225;ДИАЛ, ООО;Прочие
34735457;7839110247;ДИАЛОГ ШИППИНГ, ООО;Прочие
62398556;2450026034;ДИАЛОГ, ООО;Прочие
85820839;2261008093;ДИВО АЛТАЯ, ООО;Прочие
38569317;2540180383;ДИДИПИ ТРЕЙД, ООО;Прочие
5648266;2506012029;ДИКОРОС, ООО;Прочие
35793250;5903041230;ДИЛ.С, ООО;Прочие
35214520;5934030196;ДИЛЕР, ООО;Прочие
25309649;7302037049;ДИМИТРОВГРАДСКИЙ ЭЛЕВАТОР, ООО;"ООО ""ДЕМЕТРА-ХОЛДИНГ"""
217389;7302000070;ДИМИТРОВГРАДХИММАШ, АО;Прочие
71476120;4345515632;ДИММАКС, ООО;Прочие
43878078;3455054929;ДИОНА, ООО;Прочие
55955453;5905069880;ДИПСАНД, ООО;Прочие
67915950;7708503727;ДИРЕКЦИЯ АВАРИЙНО-ВОССТАНОВИТЕЛЬНЫХ СРЕДСТВ ДВОСТжд;"ОАО ""РЖД"""
80912347;2538110124;ДИСКАВЕРИ ЛАЙН ., ООО;Прочие
86760467;6935504676;ДИСКАВЕРИ-ПЕНО, ООО;Прочие
68408008;2801157631;ДИСПЕТЧЕР, ООО;Прочие
198218;4025445760;ДИФРЕЙТ, ООО;Прочие
37479474;3314007436;ДКМП, ООО;Прочие
92135682;6004004261;ДЛК, ООО;Прочие
48394988;1683000478;ДМ-АГРОСТАР, ООО;Прочие
210884;5073050010;ДМЗ, АО;Прочие
59388583;3102022471;ДМИТРОТАРАНОВСКИЙ САХАРНЫЙ ЗАВОД, ООО;Прочие
39845966;5040071543;ДМЛ, ООО;Прочие
33316304;5038136144;ДМЦ, ООО;Прочие
28772075;9717068658;ДОБРИНКА, АО;Прочие
80650982;4508008007;ДОЗ КОСОБРОДСК, ООО;Прочие
31181099;5235007927;ДОК, ООО;Прочие
50219525;1426003933;ДОЛГУЧАН, ООО;Прочие
6437637;1121025940;ДОЛФИН, ООО;Прочие
75623032;4429002806;ДОМ-СТРОЙ, ООО;Прочие
43301738;7713473919;ДОМАНТ, ООО;Прочие
503296;4633038087;ДОМИНИОН АГРО, ООО;Прочие
71002959;1501036225;ДОМЭКС, ООО;Прочие
40492220;7704884091;ДОН-ГРУПП, ООО;Прочие
24644050;7115501630;ДОН-ТРЕЙД, ООО;Прочие
86272452;6150058730;ДОНКАРБ ГРАФИТ, ООО;Прочие
13469827;6162069991;ДОНСКИЕ КРУПЫ, ООО;Прочие
11479448;7716020931;ДОРИС, ООО;Прочие
34943279;8603110135;ДОРКОМПЛЕКТ, ООО;Прочие
18506542;7522004850;ДОРОНИНСКОЕ, ООО;Прочие
33886987;6686041094;ДОРСТРОЙ, ООО;Прочие
12094696;2536325759;ДОСТАВКА КОНТЕЙНЕРОВ, ООО;Прочие
45374597;3804114130;ДПК, ООО;Прочие
5761910;5249015251;ДПО ПЛАСТИК, АО;Прочие
86522140;7720620410;ДРАМТАРА, ООО;Прочие
5638581;0245953667;ДРЕВПРОМ, ООО;Прочие
92982904;4426003470;ДРЕВПРОМСТРОЙ, ООО;Прочие
4922794;7604313295;ДРЕВТОРГ, ООО;Прочие
47457669;3812535132;ДРИБЛИНГ, ООО;Прочие
90010924;1650219458;ДРИМЛЭНД, ООО;Прочие
40592826;2266005868;ДРСУ-22, ООО;Прочие
32512015;3816030196;ДРУЖБА, ООО;Прочие
366451;4804000086;ДСЗ, АО;Прочие
20777713;2502000255;ДСЗ, АО;Прочие
43736496;6512005179;ДСЗ, ООО;Прочие
22842188;3808166080;ДСИО, АО;Прочие
24160406;6167122769;ДСК, ООО;Прочие
16529903;2512305658;ДТ, ООО;Прочие
65465744;2540162088;ДТК ТРАНЗИТ, ООО;Прочие
52223979;2302039431;ДТК, ООО ПКФ;Прочие
24238798;6165190530;ДТК-ЮГ, ООО;Прочие
56429531;2502069144;ДТКАРГО, ООО;Прочие
50029351;9722047237;ДТЛ, ООО;Прочие
59585958;2723215890;ДТСК, ООО;Прочие
5133190;0276023118;ДУБИТЕЛЬ, АО;Прочие
975167;2465142273;ДУБРАВА, ООО;Прочие
5512147;2446008554;ДУБРАВА, ООО;Прочие
97595193;4403004502;ДУКАН, ООО;Прочие
95404088;5837028410;ДУКАТ, ООО КОМПАНИЯ;Прочие
75911280;3703016440;ДХЗ-ПРОИЗВОДСТВО, ООО;Прочие
12634069;7518007181;ДХПП, ООО;Прочие
80934946;2539084942;ДЭЛКАР, ООО;Прочие
138277982;434523153506;Давтян Арарат Ванушович;Прочие
2015379231;667357174031;Давыдков Константин Сергеевич;Прочие
88494276;7708503727;Дальневосточная ДТВ;"ОАО ""РЖД"""
67918167;7708503727;Дальневосточная дирекция инфраструктуры (ДИ);"ОАО ""РЖД"""
135631157;760413423206;Данилов Иван Валерьевич;Прочие
66002206;290500034794;Дворецкий Вадим Леонидович;Прочие
144695391;352101564046;Денисов Алексей Владимирович;Прочие
83254919;143500346410;Димова Анастасия Михайловна;Прочие
69437644;7708503727;Дирекция аварийно-восстановительных средств;"ОАО ""РЖД"""
69803273;7708503727;Дирекция аварийно-восстановительных средств Зап-Сиб ж д;"ОАО ""РЖД"""
68749040;7708503727;Дирекция аварийно-восстановительных средств СКЖД;"ОАО ""РЖД"""
68634526;7708503727;Дирекция аварийно-восстановительных средств ЮУЖД;"ОАО ""РЖД"""
60650230;7708503727;Дирекция по ремонту тягового подвижного состава (ТР), ДВ;"ОАО ""РЖД"""
140771506;663200763680;Дитковский Дмитрий Анатольевич;Прочие
37325205;7723822196;Е-ТРАНСЦЕНТР, ООО;Прочие
56309206;2543177163;ЕВА ГРУПП, ООО;Прочие
46309027;2238003065;ЕВДОКИЯ, ООО;Прочие
93331422;9717124630;ЕВЛ, ООО;Прочие
26844630;6449074016;ЕВРА, ООО;Прочие
59127210;7707310955;ЕВРАЗ ТК, ООО;Прочие
6466877;5903130296;ЕВРАЗИЯ, ООО;Прочие
23077790;7816550234;ЕВРО-ТРАНС СЕВЕРО-ЗАПАД, ООО;Прочие
35994020;5505061237;ЕВРО-ТРАНС, ООО;Прочие
32254660;6662016998;ЕВРО-ТРЭЙД-СЕРВИС, ООО;Прочие
1079943;7415093823;ЕВРОДИЗЕЛЬ, ООО;Прочие
37569580;5026016332;ЕВРОЛОГИСТИК, ООО;Прочие
83364395;6102027355;ЕВРОЛОГИСТИК, ООО;Прочие
34620553;3252010796;ЕВРОМЕТ32, ООО;Прочие
87092976;3913500249;ЕВРОПА-КАЛИНИНГРАД, АО;"МКООО ""СОДРУЖЕСТВО РУС"""
9409736;2315174389;ЕВРОПАК-ЮГ, ООО;Прочие
11116154;7813562792;ЕВРОСИБ-ЛОГИСТИКА, ООО;"АО ""ЕВРОСИБ"""
77889395;3662102881;ЕВРОТЕХМЕТ, ООО;Прочие
79619257;2538097353;ЕВРОТРАНС, ООО;Прочие
43943775;7716946360;ЕВРОТРЕЙД, ООО;Прочие
69745699;7729673864;ЕВРОТРЕК-М, ООО;Прочие
51076915;7725291543;ЕВРОХИМ ТРЕЙДИНГ РУС, ООО;Прочие
5310449;5802005154;ЕВРОХИМСЕРВИС-ПЕНЗА, ООО;Прочие
16277287;5108000862;ЕВРОЩЕБЕНЬ, ООО;Прочие
93352174;2223627832;ЕДИНАЯ СЛУЖБА ЖД ПЕРЕВОЗОК, ООО;Прочие
30022111;3823034113;ЕДИНСТВО, ООО;Прочие
75513289;6382089231;ЕДИНЫЙ ЖЕЛЕЗНОДОРОЖНЫЙ ОПЕРАТОР, ООО;Прочие
652056;5302001923;ЕДРОВО, АО;Прочие
65751415;7407010647;ЕЗМН, ООО;Прочие
25076620;6678028903;ЕЗСК, ООО;Прочие
51352522;2306018390;ЕЙСК-ПОРТ-ВИСТА, ООО;Прочие
47532402;5245025690;ЕК КЕМИКАЛ, ООО;Прочие
70707310;3617006819;ЕКСЗ, АО;Прочие
57217831;5443119149;ЕКХП, ООО;Прочие
5293998;4821037135;ЕЛЕЦИЗВЕСТЬ, ООО;Прочие
53801711;7728219369;ЕЛТРАНС+, ООО;Прочие
26762753;1607000290;ЕЛХОВЛЕС, ООО;Прочие
2442133;2454029773;ЕНИСЕЙ ЛОГИСТИК, ООО ТК;Прочие
29869612;2454028032;ЕНИСЕЙ, ООО;Прочие
62235156;5249102909;ЕОР ТЕХНОЛОГИИ, ООО;Прочие
72218271;0554008950;ЕОРД, АО;Прочие
5297513;5917998100;ЕРГАЧ, ООО;Прочие
64352937;5452114972;ЕРОФЕЕВ, АО;Прочие
82683649;6413523290;ЕРШОВСКИЙ ЭЛЕВАТОР, ООО;Прочие
13622648;3816006073;ЕСК СУЭК, ООО;Прочие
12090037;6686092892;ЕСК, ООО;Прочие
18958548;3457004761;ЕСК, ООО;Прочие
11186284;4707032692;ЕСТ, ООО;Прочие
34958080;7413025867;ЕТК, ООО;Прочие
688574;2222845764;ЕТО, ООО;Прочие
13868473;7807052641;ЕТС, АО;Прочие
60799185;6671105482;ЕТТ, ООО;"ООО ""ФИНИНВЕСТ"""
91080111;6602013946;ЕЦЗ, ООО;Прочие
142611727;025101013209;Егоров Евгений Викторович;Прочие
2015456651;642202955496;Емельянов Евгений Анатольевич;Прочие
181335158;421801898737;Еремин Игорь Федорович;Прочие
1093328;7708503727;Ерофей Павловичевская дистанция пути;"ОАО ""РЖД"""
35424191;5821004935;Ж.Д.ТУПИК, ООО;Прочие
58925903;6163227295;Ж.И.Б. ИНВЕСТ, ООО;Прочие
30424476;5320023630;ЖБИ -1, ООО;Прочие
91750511;5446013479;ЖБИ-5, ООО;Прочие
1494033;3811437206;ЖБИ-ТРАНССТРОЙ, ООО;Прочие
3391917;5528033067;ЖД ПРОФИ, ООО;Прочие
99289098;5405061191;ЖД СИБ, ООО;Прочие
87484156;4205165160;ЖД-СЕРВИС, ООО;Прочие
21460438;4824062524;ЖДЛК, ООО;Прочие
53512898;0272920396;ЖДЛОГИСТИКА, ООО;Прочие
2269404;3128113155;ЖДС, ООО;Прочие
24967971;6318032816;ЖДТГ, ООО;Прочие
89331586;6450937108;ЖДЭ-2000, ЗАО;Прочие
28156850;1435331360;ЖДЯ-Л, ООО;"АО ""АК ""ЖДЯ"""
97506338;3254006058;ЖЕЛДОР-СЕРВИС, ООО;Прочие
66923203;7720692333;ЖЕЛДОР-ТРАНЗИТ, ООО;Прочие
4787333;9701050528;ЖЕЛДОРДЕТАЛЬ, ООО НПП;Прочие
16608040;3808192154;ЖЕЛДОРКОМПЛЕКТ, ООО;Прочие
51675573;3232026974;ЖЕЛДОРМАШ, ООО;Прочие
76517935;6658202960;ЖЕЛДОРПУТЬ, ООО;Прочие
94138851;7715729877;ЖЕЛДОРРЕММАШ, АО;Прочие
75707154;2128704759;ЖЕЛДОРРЕМТЕХНИКА, ООО;Прочие
44902407;6230036274;ЖЕЛДОРСЕРВИС, ООО;Прочие
49865208;7708267759;ЖЕЛДОРСЕРВИС, ООО;Прочие
74555400;2720028839;ЖЕЛДОРТРАНССЕРВИС, ООО;Прочие
39905993;6679076593;ЖЕЛЕЗНАЯ ЛОГИКА, ООО;Прочие
5803548;4633000686;ЖЕЛЕЗНОГОРСКИЙ ВРЗ, АО;Прочие
28992279;4633007716;ЖЕЛЕЗНОГОРСКИЙ КИРПИЧНЫЙ ЗАВОД, АО;Прочие
1220420;4633017640;ЖЕЛЕЗНОГОРСКОЕ ППЖТ, АО;Прочие
47403705;6658541916;ЖЕЛЕЗОБЕТОН, ООО;Прочие
5774321;2724006226;ЖЕЛЕЗОБЕТОН-5, АО;Прочие
90425312;6800009980;ЖЕРДЕВСКИЙ САХАРНЫЙ ЗАВОД, ООО;Прочие
71609041;7704505900;ЖЕФКО, ООО;Прочие
48144547;6345009460;ЖИГУЛЁВСК-СЕРВИС, ООО;Прочие
333546;6664014643;ЖИРОВОЙ КОМБИНАТ, АО;Прочие
71223152;2210006348;ЖИТНИЦА АЛТАЯ, ООО;Прочие
14475422;5507255291;ЖИТНИЦА, ООО;Прочие
33519527;6324051581;ЖИТО, ООО;Прочие
10212625;2454022810;ЖКХ ЛДК №1, ООО;Прочие
81375880;7708639622;ЖТК, АО;Прочие
1102300;7708639622;ЖТК, РТИЩЕВСКОЕ ТПО ВОРОНЕЖСКОГО ФИЛИАЛА ОАО;Прочие
92896777;6658386629;ЖТС, ООО;Прочие
68458101;3243502128;ЖУКОВСКИЙ ШПЗ, ООО;Прочие
141264268;350501026874;Жиганов Алексей Александрович;Прочие
112919499;591156038073;Журавлев Олег Валерьевич;Прочие
3503902;7536160577;ЗАБАЙКАЛАГРО, ООО;Прочие
12646032;7538002022;ЗАБАЙКАЛТЕХНОИНВЕСТ, ООО;Прочие
53617120;7536045694;ЗАБАЙКАЛЬЕ-1, ЗАО;Прочие
1093742;7708503727;ЗАБАЙКАЛЬСК-ДАУРСКАЯ ДИСТАНЦИЯ ПУТИ;"ОАО ""РЖД"""
30897789;7536184730;ЗАБАЙКАЛЬСКАЯ УГОЛЬНАЯ КОМПАНИЯ, ООО;Прочие
4551754;7530014548;ЗАБАЙКАЛЬСКИЙ АГРОХОЛДИНГ, ООО;Прочие
47010359;7505003542;ЗАБВНЕШТРАНС, ООО;Прочие
54184982;7500011740;ЗАБЛОГИСТИК, ООО;Прочие
35300773;7207019882;ЗАВОД БУРНЕФТЕМАШ, ООО;Прочие
41965956;3810082021;ЗАВОД ЖБИ ПРОГРЕСС, ООО;Прочие
41430149;4345406560;ЗАВОД ЖБИ ПРОФСТРОЙ, ООО;Прочие
34532062;7460020295;ЗАВОД ЖБИ СТРОЙБИЗНЕС, ООО;Прочие
24503912;1834041616;ЗАВОД ЖБИ, ООО;Прочие
59387767;3123093988;ЗАВОД ЖБК-1, АО;Прочие
7507601;4703009607;ЗАВОД ИМЕНИ МОРОЗОВА, ФГУП;Прочие
7510508;5249002485;ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА, ФКП;Прочие
165735;5257005049;ЗАВОД КРАСНЫЙ ЯКОРЬ, АО;Прочие
97642053;7326041478;ЗАВОД КСП, ООО;Прочие
56352604;1659035769;ЗАВОД МЕТАЛЛИЧЕСКОЙ КРОВЛИ, ООО;Прочие
70627002;4703069885;ЗАВОД НЕВСКИЙ ЛАМИНАТ, ООО;Прочие
25043329;6671416382;ЗАВОД НЕОПЛИТ, ООО;Прочие
7510709;7411009901;ЗАВОД ПЛАСТМАСС, АО;Прочие
71461874;3120013078;ЗАВОД ПРЕМИКСОВ № 1, ЗАО;Прочие
1284407;8602061069;ЗАВОД ПРОМСТРОЙДЕТАЛЕЙ, АО;Прочие
71150986;5260123469;ЗАВОД СИНТАНОЛОВ, ООО;Прочие
19084838;0277922439;ЗАВОД СМАЗОЧНЫХ МАТЕРИАЛОВ ДЕВОН, ООО;Прочие
82316773;1645022544;ЗАВОД СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ ПОЛИСТЭКС, ООО;Прочие
2637345;7103026807;ЗАВОД СТРОЙКЕРАМИКА, ООО;Прочие
74182181;6230051360;ЗАВОД ТЕХНО, ООО;Прочие
44890489;6229024796;ЗАВОД ТЕХНОФЛЕКС, ООО;Прочие
3910056;7204005867;ЗАВОД ТРДМ, АО;Прочие
24632130;7017368130;ЗАВОД УГЛЕРОДИСТЫХ МАТЕРИАЛОВ, ООО;Прочие
23182848;7805060220;ЗАВОД УНИВЕРСАЛМАШ, АО;Прочие
75805247;6230018042;ЗАВОД ШИНГЛАС, ООО;Прочие
89418494;7215002258;ЗАВОДОУКОВСКИЙ МАСЛОЗАВОД, ООО;Прочие
5786028;7215003974;ЗАВОДОУКОВСКИЙ МАШЗАВОД, АО;Прочие
76846024;7215000469;ЗАВОДОУКОВСКИЙ ЭЛЕВАТОР, ООО;Прочие
56349364;1647008721;ЗАИНСКИЙ САХАР, АО;Прочие
946071;1647000024;ЗАИНСКОЕ ХПП, ОАО;Прочие
10924024;4335003970;ЗАКАТ, ООО;Прочие
46183833;1901145412;ЗАКРОМА, ООО;Прочие
73594929;4337004120;ЗАПАД ПЛЮС, ООО;Прочие
46983261;2225212015;ЗАПАДНО-СИБИРСКИЙ ЭКСПРЕСС, ООО ТК;Прочие
245670;1016030034;ЗАПКАРЕЛЛЕС, АО;Прочие
57201586;5405218371;ЗАПСИБТРАНСГРУПП, ООО;Прочие
61394409;2820009879;ЗАРЯ, ООО;Прочие
66968482;5074112710;ЗАС, АО;Прочие
56126954;3812537193;ЗАТОН ЛОГИСТИК, ООО;Прочие
59818380;4501232070;ЗАУРАЛСТАЛЬ-45, ООО;Прочие
56764382;7536188043;ЗБВ, АО;Прочие
11827949;5407271116;ЗВЕЗДА, ООО;Прочие
34464490;6219007819;ЗВЕЗДА, ООО;Прочие
48086620;2801268324;ЗВЕЗДА, ООО;Прочие
34817215;2205016196;ЗВРК, ООО;Прочие
261172;2805000423;ЗЕЙСКИЙ ЛПК, АО;Прочие
10787432;6914016847;ЗЕЛЕНАЯ ЛИНИЯ, ООО;Прочие
12892009;1121022882;ЗЕЛЕНЫЙ ЛЕС, ООО;Прочие
4007000;5813003663;ЗЕМЕТЧИНСКИЙ САХАРНЫЙ ЗАВОД, АО;Прочие
829974;9102158804;ЗЕМЛЕДЕЛЕЦ-ПРОФИ, ООО;Прочие
99459815;5229007372;ЗЕМЛЯ СЕРГАЧСКАЯ, АО;Прочие
24031169;5834110480;ЗЕРНО ТРАНС-СУРА, ООО;Прочие
5231454;3614000449;ЗЕРНО, АО;Прочие
22000940;2615015365;ЗЕРНО-РЕСУРС, ООО;Прочие
20156253;6455069423;ЗЕРНОВАЯ КОМПАНИЯ ЛОТОС, ООО;Прочие
52310282;6678059877;ЗЕРНОВАЯ КОМПАНИЯ ФИНАГРО, ООО;Прочие
83127376;7731576900;ЗЕРНОВАЯ КОМПАНИЯ, ООО;Прочие
27001855;2374001966;ЗЕРНОВОЙ ТЕРМИНАЛ ЛАБИНСКИЙ, ООО;Прочие
29762989;2533010951;ЗЕРНОВОЙ ЭЛЕВАТОР, ООО;Прочие
70712713;3663046904;ЗЕРНОМОСТТРЕЙД, ООО;Прочие
98744519;7113067263;ЗЕРНОПРОДУКТ, ООО;Прочие
98396358;5404299699;ЗЕРНОПРОДУКТ, ООО НПК;Прочие
54725113;5805014566;ЗЕРНОТРАНСПОВОЛЖЬЕ, ООО;Прочие
14420941;5753204595;ЗЕРНОТРЕЙД, ООО;Прочие
1534086;5235000047;ЗЖБИ АРЬЕВСКИЙ, АО;Прочие
84541617;4345220195;ЗЖБИ, ООО;Прочие
24720868;7536150931;ЗЗТ, ООО;Прочие
15101741;3023019050;ЗИЗА, ООО;Прочие
51928123;5036040729;ЗИО-ПОДОЛЬСК, АО;Прочие
39297743;3448027272;ЗИРАКС, ООО;Группа Компаний НИКОХИМ
288030;6664006956;ЗКИ, АО;Прочие
93021905;6454079193;ЗКК, ООО;Прочие
52993720;3128150051;ЗКО, ООО;Прочие
55721815;7017026930;ЗКПД ТДСК, ООО;Прочие
56380351;7423017093;ЗКС, ООО;Прочие
948532;7440000090;ЗЛАК, АО КХП;Прочие
7554931;7404052938;ЗЛАТМАШ, АО;Прочие
14837546;7404036703;ЗЛАТМЕТ, ООО;Прочие
40536408;7404072081;ЗМЗ, ООО;Прочие
6323170;7714968470;ЗМК МОСТ, ООО;Прочие
1395963;6449008704;ЗМК, АО;Прочие
