index;Группа груза;Код группы;Груз;Холдинг грузоотправителя;Грузоотправитель;Дорога отправления;Станция отправления;Код ЕСР станции отправления;Дорога назначения;Станция назначения;Код ЕСР станции назначения;КЛЮЧ_КОД_МАРШРУТА;vid;Полигон;Вид сообщения;Род вагона;Тип отправки;Расстояние перевозки (гружёный рейс), км;Расстояние перевозки (порожний рейс), км;Загрузка в вагон, т.;Возврат порожних вагонов,%;Срок доставки, гружёный рейс;Срок доставки,порожний рейс;Срок доставки, погр./выгр.;Ставка на вагон, руб. за вагон в сутки;"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (груженый пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (порожний пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (итого)";Расходы по оплате услуг операторов_2024, руб. за тонну;Расходы на перевалку_2024, руб. за тонну;Акциз/пошлина;Общие транспортные расходы, руб. за тонну ;Себестоимость добычи/производства, руб. т.;Общие расходы, руб. за тонну;Стоимость 1 тонны на рынке, руб./т.;fraht_2024;fraht_2025;fraht_2026;fraht_2027;fraht_2028;fraht_2029;fraht_2030;fraht_2031;fraht_2032;fraht_2033;fraht_2034;fraht_2035;ipem_gr;ipem_pr;key;typical_index;price_coeff_2025;price_coeff_2026;price_coeff_2027;price_coeff_2028;price_coeff_2029;price_coeff_2030;price_coeff_2031;price_coeff_2032;price_coeff_2033;price_coeff_2034;price_coeff_2035;elastic_category
242;Черные металлы;5;РЕЛЬСЫ НОВ Р-65;"ПАО ""Мечел""";ЧМК, ПАО;ЮУР;МЕТАЛЛУРГИЧ.;80120;МСК;ЖЕЛЕЗНОДОР-Я;23040;80120_23040;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Платформы;сцеп вагонов;1 923;1 923;65;100%;10;10;4;2 500,00;3 622,63;601,22;4 223,85;923,08;0,00;0,00;5 146,93;59 160,00;64 306,93;68000;0;0;0;0;0;0;0;0;0;0;0;0;1408686;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
243;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;МСК;ЗЛЫНКА-ЭКСП;20120;30250_20120;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Прочие;группа вагонов с гружеными контейнерами;1 292;0;63;0%;10;0;4;1 623,00;1 178,48;0,00;1 178,48;360,67;0,00;0,00;1 672,48;30 175,28;31 847,76;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1433500;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
244;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""ПМХ""";ТУЛАЧЕРМЕТ, АО;МСК;ПРИСАДЫ;21190;МСК;ВОРСИНО;18350;21190_18350;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;243;243;69;100%;4;4;4;2 470,00;671,36;111,76;783,12;429,57;0,00;0,00;1 212,69;27 645,00;28 857,69;29100;0;0;0;0;0;0;0;0;0;0;0;0;1404538;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
245;Черные металлы;5;КАТАНКА СТ;"ПАО ""Мечел""";БМК, АО;КБШ;БЕЛОРЕЦК;65430;ОКТ;ВЯРТСИЛЯ;2410;65430_2410;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;2 818;2 818;68;100%;12;12;4;2 470,00;4 501,74;724,48;5 226,22;1 017,06;0,00;0,00;6 243,28;38 715,00;44 958,28;44500;0;0;0;0;0;0;0;0;0;0;0;0;1422497;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
246;Черные металлы;5;СТАЛЬ СОРТ;"ПАО ""Мечел""";ЧМК, ПАО;ЮУР;МЕТАЛЛУРГИЧ.;80120;МСК;БИРЮЛЕВО-ТОВ;19330;80120_19330;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;1 987;1 987;69;100%;10;10;4;2 470,00;3 388,74;600,35;3 989,09;859,13;0,00;0,00;4 848,22;43 935,00;48 783,22;50500;0;0;0;0;0;0;0;0;0;0;0;0;1436937;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
247;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;ОКТ;НОВ.ПОРТ-ЭКС;3590;59220_3590;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;повагонная;1 546;1 546;65;100%;8;8;4;2 470,00;3 281,09;576,68;3 857,77;760,00;850,00;0,00;5 467,77;27 889,28;33 357,05;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1405793;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
248;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;ДВС;УГОЛЬНАЯ;98210;81760_98210;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;повагонная;7 752;7 752;64;100%;21;21;4;2 470,00;4 733,66;1 547,76;6 281,42;1 775,31;0,00;0,00;8 056,73;34 290,09;42 346,83;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435582;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
249;Черные металлы;5;ТРУБЫ МЕТ ПР;"ПАО ""ТМК""";ПНТЗ, АО;СВР;ПЕРВОУРАЛЬСК;78170;МСК;КРАСНОЕ-ЭКСП;17140;78170_17140;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;повагонная;2 241;2 241;63;100%;13;12;4;2 470,00;4 336,87;701,11;5 037,98;1 132,02;0,00;0,00;6 170,00;61 845,00;68 015,00;66500;0;0;0;0;0;0;0;0;0;0;0;0;1418840;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
250;Черные металлы;5;ТРУБЫ БЕСШОВ;"ПАО ""ТМК""";ТАГМЕТ, АО;СКВ;ТАГАНРОГ;51150;СВР;ПЫТЬ-ЯХ;79700;51150_79700;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;3 681;3 681;59;100%;12;12;4;2 470,00;5 871,61;929,07;6 800,68;1 173,66;0,00;0,00;7 974,34;69 657,00;77 631,34;74900;0;0;0;0;0;0;0;0;0;0;0;0;1416986;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
251;Черные металлы;5;ТРУБЫ БЕСШОВ;"ПАО ""ТМК""";ТАГМЕТ, АО;СКВ;ТАГАНРОГ;51150;СВР;НИЖНЕВАРТ I;79800;51150_79800;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;3 968;3 968;59;100%;13;13;4;2 470,00;6 434,83;1 000,97;7 435,80;1 257,49;0,00;0,00;8 693,29;69 657,00;78 350,29;74900;0;0;0;0;0;0;0;0;0;0;0;0;1417001;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
252;Черные металлы;5;ТРУБЫ МЕТ ПР;"ПАО ""ТМК""";ПНТЗ, АО;СВР;ПЕРВОУРАЛЬСК;78170;СВР;НИЖНЕВАРТ I;79800;78170_79800;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 291;1 291;63;100%;7;7;4;2 470,00;2 659,32;550,24;3 209,56;702,63;0,00;0,00;3 912,19;61 845,00;65 757,19;66500;0;0;0;0;0;0;0;0;0;0;0;0;1419017;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
253;Черные металлы;5;ПРОК ЧЕРМЕТ ПР;"ПАО ""Мечел""";ЧМК, ПАО;ЮУР;МЕТАЛЛУРГИЧ.;80120;МСК;КРАСНОЕ-ЭКСП;17140;80120_17140;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;повагонная;2 476;2 476;68;100%;14;13;4;2 470,00;4 388,19;676,66;5 064,85;1 126,03;0,00;0,00;6 190,88;52 200,00;58 390,88;60000;0;0;0;0;0;0;0;0;0;0;0;0;1430066;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
254;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;СКВ;САМУР-ЭКСП;54490;81760_54490;Экспорт;Юг;Экспорт (Юг);Полувагоны;повагонная;2 617;2 617;64;100%;15;14;4;2 470,00;4 895,53;742,66;5 638,19;1 273,59;0,00;0,00;6 911,78;34 290,09;41 201,88;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1436212;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
255;Черные металлы;5;ШАРЫ СТ ПОМОЛ;"ООО УК ""Металлоинвест""";ОЭМК ИМ. А.А. УГАРОВА, АО;ЮВС;КОТЕЛ;43860;ВСБ;НОВАЯ ЧАРА;90430;43860_90430;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;6 499;0;69;0%;19;0;4;2 470,00;8 010,94;0,00;8 010,94;828,48;0,00;0,00;8 839,42;32 000,00;40 839,42;50000;0;0;0;0;0;0;0;0;0;0;0;0;1437662;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
256;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;КБШ;КРУГЛОЕ ПОЛЕ;64840;30250_64840;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Прочие;контейнерная;1 320;0;63;0%;7;0;4;1 623,00;1 204,73;0,00;1 204,73;283,38;0,00;0,00;1 592,87;30 175,28;31 768,16;50500;0;0;0;0;0;0;0;0;0;0;0;0;1433359;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
257;Черные металлы;5;КАТАНКА СТ;"ПАО ""Мечел""";ЧМК, ПАО;ЮУР;МЕТАЛЛУРГИЧ.;80120;ОКТ;ВЯРТСИЛЯ;2410;80120_2410;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;3 312;3 312;68;100%;12;12;4;2 470,00;4 166,10;681,24;4 847,34;1 013,29;0,00;0,00;5 860,63;38 715,00;44 575,63;44500;0;0;0;0;0;0;0;0;0;0;0;0;1423097;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
258;Черные металлы;5;ШАРЫ СТ ПОМОЛ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;МСК;КУРБАКИНСКАЯ;20540;30250_20540;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Прочие;контейнерная;1 157;0;64;0%;6;0;4;1 623,00;1 097,90;0,00;1 097,90;253,59;0,00;0,00;1 445,24;33 000,00;34 445,24;50000;0;0;0;0;0;0;0;0;0;0;0;0;1437607;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
259;Черные металлы;5;ПРОК ЧЕРМЕТ ПР;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;КБШ;КУЛЬШАРИПОВО;64780;24360_64780;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Прочие;контейнерная;1 018;0;65;0%;6;0;4;1 623,00;982,95;0,00;982,95;249,69;0,00;0,00;1 324,95;47 400,00;48 724,95;60000;0;0;0;0;0;0;0;0;0;0;0;0;1425043;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
260;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;МСК;БУЖАНИНОВО;23670;81420_23670;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;1 852;0;66;0%;8;0;4;2 470,00;3 416,59;0,00;3 416,59;449,09;0,00;0,00;3 865,68;35 661,70;39 527,38;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435826;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
261;Черные металлы;5;СЛЯБЫ;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;СКВ;ТУАПСЕ-СОР-Э;53310;59220_53310;Экспорт;Юг;Экспорт (Юг);Полувагоны;маршрутная;1 315;1 315;63;100%;5;5;4;2 470,00;2 652,29;491,82;3 144,11;548,89;1 100,00;0,00;4 793,00;21 661,27;26 454,27;35510,28;0;0;0;0;0;0;0;0;0;0;0;0;1405797;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
262;Черные металлы;5;ТРУБЫ ВОДГАЗ ПР;"ПАО ""ТМК""";ТАГМЕТ, АО;СКВ;ТАГАНРОГ;51150;СКВ;САМУР-ЭКСП;54490;51150_54490;Экспорт;Юг;Экспорт (Юг);Полувагоны;повагонная;1 141;1 141;59;100%;7;6;4;2 470,00;2 763,31;547,13;3 310,44;712,58;0,00;0,00;4 023,02;48 546,00;52 569,02;52200;0;0;0;0;0;0;0;0;0;0;0;0;1417311;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
263;Черные металлы;5;СТАЛЬ ЛИСТ ТРАН;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;ДВС;НАХОДКА-В-ЭК;98610;59220_98610;Экспорт;Восток;Экспорт (Восток);Прочие;контейнерная;9 441;0;57;0%;25;0;4;1 623,00;4 825,54;0,00;4 825,54;825,74;842,11;0,00;6 798,65;27 889,28;34 687,93;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1436421;26688;Черные металлыЭкспортВосток;0;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
264;Черные металлы;5;ЗАГОТ Д/ПЕР КАЧ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;ОКТ;КОЛПИНО;3160;30250_3160;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;475;0;64;0%;6;0;4;2 470,00;1 280,19;0,00;1 280,19;385,94;0,00;0,00;1 666,13;25 029,58;26 695,70;37923,6;0;0;0;0;0;0;0;0;0;0;0;0;1405396;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
265;Черные металлы;5;ЗАГОТ Д/ПЕР КАЧ;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;ГОР;НАВАШИНО;24360;59220_24360;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;маршрутная;654;0;61;0%;4;0;4;2 470,00;1 504,69;0,00;1 504,69;323,93;0,00;0,00;1 828,62;23 133,40;24 962,02;37923,6;0;0;0;0;0;0;0;0;0;0;0;0;1405412;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
266;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"ПАО ""ТМК""";ЧТПЗ, АО;ЮУР;ЧЕЛЯБИНСК-ЮЖ;80060;ЗАБ;БУРЕЯ;95630;80060_95630;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;6 124;0;45;0%;18;0;4;2 470,00;10 849,71;0,00;10 849,71;1 201,76;0,00;0,00;12 051,47;69 006,00;81 057,47;74200;0;0;0;0;0;0;0;0;0;0;0;0;1421472;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
267;Черные металлы;5;ТРУБЫ БЕСШОВ;"ПАО ""ТМК""";ВТЗ, АО;ПРВ;ТРУБНАЯ;61010;ВСБ;ЛЕНА;92710;61010_92710;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;5 224;0;54;0%;16;0;4;2 470,00;8 743,83;0,00;8 743,83;915,13;0,00;0,00;9 658,96;69 657,00;79 315,96;74900;0;0;0;0;0;0;0;0;0;0;0;0;1416426;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
268;Черные металлы;5;ЗАГОТ Д/ПЕР КАЧ;"ПАО ""Мечел""";ЧМК, ПАО;ЮУР;МЕТАЛЛУРГИЧ.;80120;КБШ;БЕЛОРЕЦК;65430;80120_65430;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;534;0;66;0%;6;0;4;2 470,00;1 336,64;0,00;1 336,64;374,24;0,00;0,00;1 710,88;32 993,53;34 704,41;37923,6;0;0;0;0;0;0;0;0;0;0;0;0;1405425;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
269;Черные металлы;5;РЕЛЬСЫ НОВ Р-65;"ПАО ""Мечел""";ЧМК, ПАО;ЮУР;МЕТАЛЛУРГИЧ.;80120;ЮВС;СТОЙЛЕНСКАЯ;43840;80120_43840;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Платформы;сцеп вагонов;2 202;2 202;65;100%;9;9;4;2 500,00;4 015,09;641,08;4 656,17;846,15;0,00;0,00;5 502,32;59 160,00;64 662,32;68000;0;0;0;0;0;0;0;0;0;0;0;0;1408742;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
270;Черные металлы;5;ПРОК ЧЕРМЕТ ПР;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;МСК;МАЛОЯРОСЛАВ.;18390;24360_18390;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Прочие;контейнерная;465;0;65;0%;5;0;4;1 623,00;608,89;0,00;608,89;224,72;0,00;0,00;916,69;47 400,00;48 316,69;60000;0;0;0;0;0;0;0;0;0;0;0;0;1432149;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
271;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;КБШ;ТОЛЬЯТТИ;63730;81760_63730;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Платформы;контейнерная;972;0;60;0%;7;0;4;1 623,00;1 030,30;0,00;1 030,30;297,55;0,00;0,00;1 437,85;34 290,09;35 727,94;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435712;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
272;Черные металлы;5;ТРУБЫ МЕТ ПР;"ПАО ""ТМК""";СТЗ, АО;СВР;ПОЛЕВСКОЙ;78130;ВСБ;НАУШКИ МНР 2;93710;78130_93710;Экспорт;Восток;Экспорт (Восток);Полувагоны;повагонная;4 144;0;50;0%;13;0;4;2 470,00;6 887,17;0,00;6 887,17;843,18;0,00;0,00;7 730,35;61 845,00;69 575,35;66500;0;0;0;0;0;0;0;0;0;0;0;0;1418442;26688;Черные металлыЭкспортВосток;0;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
273;Черные металлы;5;КРЕМНИЙ КРИСТАЛ;ОК РУСАЛ;КРЕМНИЙ, АО;ВСБ;ГОНЧАРОВО;93290;ОКТ;АВТОВО-ЭКСП;3560;93290_3560;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Прочие;контейнерная;5 497;0;56;0%;17;0;4;1 623,00;3 034,43;0,00;3 034,43;608,63;728,57;0,00;4 596,63;77 616,00;82 212,63;100800;0;0;0;0;0;0;0;0;0;0;0;0;1054665;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
274;Черные металлы;5;ТРУБЫ МЕТ ПР;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;ОКТ;НОВ.ПОРТ-ЭКС;3590;24360_3590;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;группа вагонов;1 316;1 316;45;100%;8;8;4;2 470,00;3 566,51;733,78;4 300,29;1 106,78;850,00;0,00;6 257,07;52 535,00;58 792,07;66500;0;0;0;0;0;0;0;0;0;0;0;0;1421872;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
275;Черные металлы;5;ШАРЫ СТ ПОМОЛ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;МСК;КУРБАКИНСКАЯ;20540;30250_20540;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Прочие;группа вагонов с гружеными контейнерами;1 157;0;64;0%;6;0;4;1 623,00;1 097,90;0,00;1 097,90;253,59;0,00;0,00;1 445,24;33 000,00;34 445,24;50000;0;0;0;0;0;0;0;0;0;0;0;0;1437607;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
276;Черные металлы;5;СТАЛЬ ЛИСТ ТРАН;"ПАО ""НЛМК""";ВИЗ-СТАЛЬ, ООО;СВР;ЕКАТЕРИН-ТОВ;78030;СКВ;НОВОРОСС-ЭКС;52100;78030_52100;Экспорт;Юг;Экспорт (Юг);Прочие;контейнерный поезд;2 803;0;66;0%;11;0;4;1 623,00;1 985,82;0,00;1 985,82;368,86;736,36;0,00;3 227,41;27 889,28;31 116,69;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1436408;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
277;Черные металлы;5;ФЕРРОСИЛ 30-90;"ПАО ""Мечел""";БЗФ, ООО;ВСБ;БАГУЛЬНАЯ;92450;ДВС;ВЛАДИВОСТ-ЭК;98020;92450_98020;Экспорт;Восток;Экспорт (Восток);Прочие;контейнерная;4 265;0;55;0%;15;0;4;1 623,00;2 742,36;0,00;2 742,36;560,67;872,73;0,00;4 383,04;87 696,00;92 079,04;100800;0;0;0;0;0;0;0;0;0;0;0;0;1054665;26688;Черные металлыЭкспортВосток;0;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
278;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;ЗСБ;НОВОСИБ-ЗАП;85120;81760_85120;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 819;0;64;0%;8;0;4;2 470,00;3 378,03;0,00;3 378,03;463,13;0,00;0,00;3 841,16;34 290,09;38 131,25;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435649;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
279;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;СВР;ЕКАТЕРИН-С;78000;59220_78000;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 934;1 934;65;100%;9;9;4;2 470,00;3 450,45;610,27;4 060,72;836,00;0,00;0,00;4 896,72;27 889,28;32 786,00;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435209;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
280;Черные металлы;5;ЗАГОТ Д/ПЕР РЯД;"ООО УК ""Металлоинвест""";ОЭМК ИМ. А.А. УГАРОВА, АО;ЮВС;КОТЕЛ;43860;СКВ;НОВОРОСС-ЭКС;52100;43860_52100;Экспорт;Юг;Экспорт (Юг);Полувагоны;маршрутная;1 208;1 208;67;100%;5;5;4;2 470,00;2 345,99;447,35;2 793,34;516,12;1 100,00;0,00;4 409,46;24 271,10;28 680,56;37923,6;0;0;0;0;0;0;0;0;0;0;0;0;1405450;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
281;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;СКВ;НОВОРОССИЙСК;52090;81420_52090;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;маршрутная;2 344;2 344;69;100%;7;7;4;2 470,00;2 656,52;587,55;3 244,07;644,35;0,00;0,00;3 888,42;22 698,00;26 586,42;29100;0;0;0;0;0;0;0;0;0;0;0;0;1404606;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
282;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;КБШ;КРУГЛОЕ ПОЛЕ;64840;30250_64840;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Прочие;группа вагонов с гружеными контейнерами;1 320;0;63;0%;7;0;4;1 623,00;1 204,73;0,00;1 204,73;283,38;0,00;0,00;1 592,87;30 175,28;31 768,16;50500;0;0;0;0;0;0;0;0;0;0;0;0;1433359;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
283;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;ЮУР;КАРТ1-ЭК-РОС;81650;24360_81650;Экспорт;Юг;Экспорт (Юг);Прочие;группа вагонов;1 918;1 918;54;100%;10;9;4;2 500,00;5 321,69;3 005,42;8 327,11;1 055,91;;0,00;9 383,02;58 618,00;68 001,02;74200;0;0;0;0;0;0;0;0;0;0;0;0;1420520;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
284;Черные металлы;5;ТРУБЫ МЕТ ПР;"ПАО ""ТМК""";СИНТЗ, АО;СВР;КАМЕНСК-УРЛС;79510;МСК;ЗЛЫНКА-ЭКСП;20120;79510_20120;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;группа вагонов;2 407;2 407;59;100%;14;13;4;2 470,00;4 733,81;759,43;5 493,24;1 298,51;0,00;0,00;6 791,75;61 845,00;68 636,75;66500;0;0;0;0;0;0;0;0;0;0;0;0;1418865;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
