index;Группа груза;Код группы;Груз;Холдинг грузоотправителя;Грузоотправитель;Дорога отправления;Станция отправления;Код ЕСР станции отправления;Дорога назначения;Станция назначения;Код ЕСР станции назначения;КЛЮЧ_КОД_МАРШРУТА;vid;Полигон;Вид сообщения;Род вагона;Тип отправки;Расстояние перевозки (гружёный рейс), км;Расстояние перевозки (порожний рейс), км;Загрузка в вагон, т.;Возврат порожних вагонов,%;Срок доставки, гружёный рейс;Срок доставки,порожний рейс;Срок доставки, погр./выгр.;Ставка на вагон, руб. за вагон в сутки;"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (груженый пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (порожний пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (итого)";Расходы по оплате услуг операторов_2024, руб. за тонну;Расходы на перевалку_2024, руб. за тонну;Акциз/пошлина;Общие транспортные расходы, руб. за тонну ;Себестоимость добычи/производства, руб. т.;Общие расходы, руб. за тонну;Стоимость 1 тонны на рынке, руб./т.;fraht_2024;fraht_2025;fraht_2026;fraht_2027;fraht_2028;fraht_2029;fraht_2030;fraht_2031;fraht_2032;fraht_2033;fraht_2034;fraht_2035;ipem_gr;ipem_pr;key;typical_index;price_coeff_2025;price_coeff_2026;price_coeff_2027;price_coeff_2028;price_coeff_2029;price_coeff_2030;price_coeff_2031;price_coeff_2032;price_coeff_2033;price_coeff_2034;price_coeff_2035;elastic_category
285;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""ПМХ""";ТУЛАЧЕРМЕТ, АО;МСК;ПРИСАДЫ;21190;ДВС;ВЛАДИВОСТ-ЭК;98020;21190_98020;Экспорт;Восток;Экспорт (Восток);Полувагоны;маршрутная;9 321;9 321;69;100%;19;19;4;2 470,00;3 830,28;1 570,10;5 400,38;1 503,48;750,00;0,00;7 653,86;27 645,00;35 298,86;29304,6;0;0;0;0;0;0;0;0;0;0;0;0;1404525;26688;Черные металлыЭкспортВосток;0;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
286;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;ЮУР;КАРТ1-ЭК-РОС;81650;81420_81650;Экспорт;Юг;Экспорт (Юг);Полувагоны;повагонная;335;335;66;100%;3;2;4;2 470,00;1 266,97;173,83;1 440,80;336,82;0,00;0,00;1 777,62;35 661,70;37 439,32;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1436294;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
287;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;СКВ;НОВОРОСС-ЭКС;52100;81420_52100;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;2 344;2 344;69;100%;7;7;4;2 470,00;3 106,35;634,17;3 740,52;644,35;1 100,00;0,00;5 484,87;22 857,59;28 342,46;29304,6;0;0;0;0;0;0;0;0;0;0;0;0;1404617;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
288;Черные металлы;5;ТРУБЫ СТ НЕМЕТ;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;СЕВ;СОЛОМБАЛКА;29170;24360_29170;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;1 352;1 352;45;100%;7;7;4;2 470,00;3 379,07;743,40;4 122,47;996,10;0,00;0,00;5 118,57;52 535,00;57 653,57;66500;0;0;0;0;0;0;0;0;0;0;0;0;1421872;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
289;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;ВСБ;БАТАРЕЙНАЯ;93260;59220_93260;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;повагонная;5 168;0;65;0%;15;0;4;2 470,00;7 802,32;0,00;7 802,32;722,00;0,00;0,00;8 524,32;27 889,28;36 413,60;50500;0;0;0;0;0;0;0;0;0;0;0;0;1434617;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
290;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""ПМХ""";ТУЛАЧЕРМЕТ, АО;МСК;ПРИСАДЫ;21190;СКВ;НОВОРОСС-ЭКС;52100;21190_52100;Экспорт;Юг;Экспорт (Юг);Полувагоны;маршрутная;1 479;1 479;69;100%;5;5;4;2 470,00;2 013,32;471,06;2 484,38;501,16;1 100,00;0,00;4 085,54;27 645,00;31 730,54;29304,6;0;0;0;0;0;0;0;0;0;0;0;0;1404556;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
291;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;МСК;БЕЛЫЙ РАСТ;23860;59220_23860;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;667;667;65;100%;5;5;4;2 470,00;1 573,45;288,41;1 861,86;532,00;0,00;0,00;2 393,86;27 889,28;30 283,14;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435060;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
292;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;МСК;ЭЛЕКТРОУГЛИ;23060;59220_23060;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;523;523;65;100%;6;6;4;2 470,00;1 357,20;232,83;1 590,03;608,00;0,00;0,00;2 198,03;27 889,28;30 087,31;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435032;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
293;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;ОКТ;НОВ.ПОРТ-ЭКС;3590;59220_3590;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;группа вагонов;1 546;1 546;65;100%;8;8;4;2 470,00;3 140,11;551,35;3 691,46;760,00;850,00;0,00;5 301,46;27 889,28;33 190,74;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1405793;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
294;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;МСК;БЕЛЫЙ РАСТ;23860;81760_23860;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;2 028;2 028;64;100%;9;9;4;2 470,00;3 776,45;660,24;4 436,69;849,06;0,00;0,00;5 285,75;34 290,09;39 575,85;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435917;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
295;Черные металлы;5;СТАЛЬ ЛИСТ КРОВ;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;МСК;СОКОЛОВСКАЯ;23540;81760_23540;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;2 017;2 017;64;100%;10;10;4;2 470,00;3 776,45;660,24;4 436,69;926,25;0,00;0,00;5 362,94;34 290,09;39 653,03;50500;0;0;0;0;0;0;0;0;0;0;0;0;1431944;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
296;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"ПАО ""ТМК""";ЧТПЗ, АО;ЮУР;ЧЕЛЯБИНСК-ЮЖ;80060;ОКТ;МУРМАНСК;1840;80060_1840;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Прочие;группа вагонов;3 944;3 944;53;100%;11;11;4;2 500,00;7 818,62;5 108,44;12 927,06;1 229,59;0,00;0,00;14 156,65;69 006,00;83 162,65;74200;0;0;0;0;0;0;0;0;0;0;0;0;1421472;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
297;Черные металлы;5;ТРУБЫ БЕСШОВ;"ПАО ""ТМК""";ВТЗ, АО;ПРВ;ТРУБНАЯ;61010;ОКТ;МУРМАНСК;1840;61010_1840;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;3 225;3 225;54;100%;11;11;4;2 470,00;5 471,87;921,41;6 393,28;1 189,67;0,00;0,00;7 582,95;69 657,00;77 239,95;74900;0;0;0;0;0;0;0;0;0;0;0;0;1416515;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
298;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;МСК;РУДНЯ-ЭКСП;17200;30250_17200;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Прочие;группа вагонов;1 158;1 158;58;100%;7;6;4;2 500,00;2 803,78;1 441,51;4 245,29;732,76;;0,00;4 978,05;30 175,28;35 153,33;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1433421;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
299;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;СЕВ;ВОЛГОРЕЧЕНСК;31620;59220_31620;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Прочие;контейнерная;783;0;57;0%;6;0;4;1 623,00;935,37;0,00;935,37;284,74;0,00;0,00;1 325,37;27 889,28;29 214,64;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435267;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
300;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";ЗТЗ, АО;МСК;БУЖАНИНОВО;23670;ДВС;БЕРКАКИТ;91140;23670_91140;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;6 978;0;30;0%;20;0;4;2 470,00;17 187,57;0,00;17 187,57;1 954,46;0,00;0,00;19 142,03;56 392,00;75 534,03;74200;0;0;0;0;0;0;0;0;0;0;0;0;1420708;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
301;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;СКВ;САМУР-ЭКСП;54490;81760_54490;Экспорт;Юг;Экспорт (Юг);Прочие;контейнерная;2 617;0;60;0%;19;0;4;1 623,00;2 070,73;0,00;2 070,73;622,15;0,00;0,00;2 922,88;34 290,09;37 212,98;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1436212;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
302;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;МСК;КРАСНОЕ-ЭКСП;17140;30250_17140;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;повагонная;1 150;1 150;65;100%;7;6;4;2 470,00;2 602,74;496,63;3 099,37;646,00;0,00;0,00;3 745,37;30 175,28;33 920,65;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1433415;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
303;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;ОКТ;КОЛПИНО;3160;МСК;БУЖАНИНОВО;23670;3160_23670;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Прочие;повагонная;1 012;1 012;57;100%;7;7;4;2 500,00;2 525,77;1 364,39;3 890,16;789,47;0,00;0,00;4 679,63;30 175,28;34 854,92;50500;0;0;0;0;0;0;0;0;0;0;0;0;1432995;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
304;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;МСК;ОЖЕРЕЛЬЕ;22970;30250_22970;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Прочие;повагонная;750;750;62;100%;6;6;4;2 500,00;1 897,40;948,05;2 845,45;645,16;0,00;0,00;3 490,61;30 175,28;33 665,89;50500;0;0;0;0;0;0;0;0;0;0;0;0;1433561;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
305;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;МСК;КРАСНОЕ-ЭКСП;17140;81760_17140;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;повагонная;2 372;2 372;64;100%;13;12;4;2 470,00;4 497,86;702,58;5 200,44;1 119,22;0,00;0,00;6 319,66;34 290,09;40 609,75;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1435832;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
306;Черные металлы;5;ШАРЫ СТ ПОМОЛ;"ООО УК ""Металлоинвест""";ОЭМК ИМ. А.А. УГАРОВА, АО;ЮВС;КОТЕЛ;43860;МСК;КУРБАКИНСКАЯ;20540;43860_20540;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Прочие;контейнерная;466;0;48;0%;5;0;4;1 623,00;401,79;0,00;401,79;304,31;0,00;0,00;818,60;32 000,00;32 818,60;50000;0;0;0;0;0;0;0;0;0;0;0;0;1437671;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
307;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;МСК;КРАСНОЕ-ЭКСП;17140;81760_17140;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Прочие;контейнерная;2 347;0;60;0%;10;0;4;1 623,00;1 903,50;0,00;1 903,50;378,70;0,00;0,00;2 422,20;34 290,09;36 712,29;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1435832;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
308;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;ОКТ;АВТОВО-ЭКСП;3560;81420_3560;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;маршрутная;2 772;2 772;69;100%;9;9;4;2 470,00;3 279,19;639,91;3 919,10;787,54;850,00;0,00;5 556,64;22 857,59;28 414,22;29304,6;0;0;0;0;0;0;0;0;0;0;0;0;1404606;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
309;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;СКВ;НОВОРОСС-ЭКС;52100;81420_52100;Экспорт;Юг;Экспорт (Юг);Полувагоны;маршрутная;2 344;2 344;69;100%;7;7;4;2 470,00;2 822,91;587,55;3 410,46;644,35;1 100,00;0,00;5 154,81;22 857,59;28 012,40;29304,6;0;0;0;0;0;0;0;0;0;0;0;0;1404617;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
310;Черные металлы;5;ПРОК ЧЕРМЕТ ПР;"ООО УК ""Металлоинвест""";ОЭМК ИМ. А.А. УГАРОВА, АО;ЮВС;КОТЕЛ;43860;СЕВ;ЧЕРЕПОВЕЦ 2;30250;43860_30250;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;1 259;0;66;0%;7;0;4;2 470,00;2 596,21;0,00;2 596,21;411,67;0,00;0,00;3 007,88;38 400,00;41 407,88;60000;0;0;0;0;0;0;0;0;0;0;0;0;1429805;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
311;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;ЗСБ;НОВОСИБ-ЗАП;85120;81760_85120;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 819;0;64;0%;8;0;4;2 470,00;3 523,36;0,00;3 523,36;463,13;0,00;0,00;3 986,49;34 290,09;38 276,58;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435649;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
312;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;СКВ;ТАГАНРОГ;51150;81760_51150;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;2 349;2 349;64;100%;10;10;4;2 470,00;4 164,67;702,58;4 867,25;926,25;0,00;0,00;5 793,50;34 290,09;40 083,59;50500;0;0;0;0;0;0;0;0;0;0;0;0;1436163;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
313;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;СКВ;БАТАЙСК;51000;81760_51000;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;2 267;2 267;64;100%;9;9;4;2 470,00;4 050,03;690,16;4 740,19;849,06;0,00;0,00;5 589,25;34 290,09;39 879,35;50500;0;0;0;0;0;0;0;0;0;0;0;0;1436156;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
314;Черные металлы;5;ТРУБЫ МЕТ ПР;"ПАО ""ТМК""";ПНТЗ, АО;СВР;ПЕРВОУРАЛЬСК;78170;СЕВ;УСИНСК;28830;78170_28830;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;2 088;2 088;63;100%;9;9;4;2 470,00;3 745,24;670,71;4 415,95;858,77;0,00;0,00;5 274,72;61 845,00;67 119,72;66500;0;0;0;0;0;0;0;0;0;0;0;0;1419180;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
315;Черные металлы;5;ТРУБЫ МЕТ ПР;"ПАО ""ТМК""";ПНТЗ, АО;СВР;ПЕРВОУРАЛЬСК;78170;МСК;НОВОПРОЛЕТАР;19980;78170_19980;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;1 725;1 725;63;100%;9;9;4;2 470,00;3 333,25;625,04;3 958,29;858,77;0,00;0,00;4 817,06;61 845,00;66 662,06;66500;0;0;0;0;0;0;0;0;0;0;0;0;1418851;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
316;Черные металлы;5;ТРУБЫ МЕТ ПР;"ПАО ""ТМК""";ПНТЗ, АО;СВР;ПЕРВОУРАЛЬСК;78170;МСК;ЖИЛЕВО;19220;78170_19220;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;1 696;1 696;63;100%;8;8;4;2 470,00;3 199,65;610,25;3 809,90;780,70;0,00;0,00;4 590,60;61 845,00;66 435,60;66500;0;0;0;0;0;0;0;0;0;0;0;0;1418848;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
317;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""ПМХ""";ТУЛАЧЕРМЕТ, АО;МСК;ПРИСАДЫ;21190;СКВ;НОВОРОСС-ЭКС;52100;21190_52100;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;1 479;1 479;69;100%;7;7;4;2 470,00;2 174,96;506,82;2 681,78;644,35;1 100,00;0,00;4 426,13;27 645,00;32 071,13;29304,6;0;0;0;0;0;0;0;0;0;0;0;0;1404556;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
318;Черные металлы;5;КОЛЕСА ВАГ НОВ;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;ОКТ;ТИХВИН;4750;24360_4750;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;1 079;1 079;65;100%;6;6;4;2 470,00;2 345,32;479,96;2 825,28;608,00;0,00;0,00;3 433,28;142 990,00;146 423,28;181000;0;0;0;0;0;0;0;0;0;0;0;0;1423307;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
319;Черные металлы;5;ШАРЫ СТ ПОМОЛ;"ООО УК ""Металлоинвест""";ОЭМК ИМ. А.А. УГАРОВА, АО;ЮВС;КОТЕЛ;43860;ДВС;М.ЧУРКИН-ПЕР;98070;43860_98070;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Прочие;контейнерная;9 566;0;48;0%;26;0;4;1 623,00;3 780,96;0,00;3 780,96;1 014,38;0,00;0,00;5 170,34;32 000,00;37 170,34;50000;0;0;0;0;0;0;0;0;0;0;0;0;1437666;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
