etsng_code;etsng_name;cargo_group_code;cargo_group_name
418031;СКОВОРОДЫ АЛЮМИНИЕВЫЕ;10;Остальные грузы
420008;РЕЛЬСОВЫЙ ПОДВИЖНОЙ СОСТАВ, КРАНЫ ГРУЗОПОДЪЕМНЫЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421000;ВАГОНЫ ВСЯКИЕ И ТЕНДЕРЫ ЛОКОМОТИВОВ;10;Остальные грузы
421015;АВТОДРЕЗИНЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421026;АВТОМОТРИСЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421034;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421049;ВАГОНЫ-ЦИСТЕРНЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421053;ДРЕЗИНЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421068;КРАНЫ КОНСОЛЬНЫЕ ЖЕЛЕЗНОДОРОЖНЫЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421072;КРАНЫ УКЛАДОЧНЫЕ ЖЕЛЕЗНОДОРОЖНЫЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421087;МАШИНЫ ПУТЕВЫЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;11;Грузы на своих осях
421091;МАШИНЫ ШПАЛОПОДБИВОЧНЫЕ;10;Остальные грузы
421104;ПЛАТФОРМЫ ЖЕЛЕЗНОДОРОЖНЫЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421119;ПУТЕУКЛАДЧИКИ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421123;СНЕГООЧИСТИТЕЛИ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421138;СТРУГИ ПУТЕВЫЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421142;ТЕНДЕРЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
421157;ЭЛЕКТРОБАЛЛАСТЕРЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
422003;ЛОКОМОТИВЫ;10;Остальные грузы
422018;ЛОКОМОТИВЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;11;Грузы на своих осях
422022;МОТОВОЗЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
422037;ПАРОВОЗЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
422041;ТЕПЛОВОЗЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
422056;ЭЛЕКТРОВОЗЫ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
423006;КРАНЫ ГРУЗОПОДЪЕМНЫЕ, ЭЛЕКТРОСТАНЦИИ, ЭНЕРГОПОЕЗДА И ПРОЧЕЕ ОБОРУДОВАНИЕ НА ЖЕЛЕЗНОДОРОЖНОМ ХОДУ;10;Остальные грузы
423010;КРАНЫ ГРУЗОПОДЪЕМНЫЕ ПЕРЕДВИЖНЫЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
423025;ОБОРУДОВАНИЕ ПЕРЕДВИЖНОЕ НА ЖЕЛЕЗНОДОРОЖНОМ ХОДУ;10;Остальные грузы
423031;ЭЛЕКТРОСТАНЦИИ ПЕРЕДВИЖНЫЕ, ЭНЕРГОПОЕЗДА, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;11;Грузы на своих осях
430002;УДОБРЕНИЯ МИНЕРАЛЬНЫЕ, СЫРЬЕ ГОРНОХИМИЧЕСКОЕ ДЛЯ ПРОИЗВОДСТВА УДОБРЕНИЙ;6;Удобрения
431002;СЫРЬЕ ГОРНОХИМИЧЕСКОЕ ДЛЯ ПРОИЗВОДСТВА УДОБРЕНИЙ;10;Остальные грузы
431017;АПАТИТЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
431021;КОНЦЕНТРАТ ФОСФОРИТНЫЙ;10;Остальные грузы
431036;КОНЦЕНТРАТ АПАТИТОВЫЙ (АПАТИТЫ);10;Остальные грузы
431040;КОНЦЕНТРАТ ДАТОЛИТОВЫЙ;10;Остальные грузы
431055;РУДА АПАТИТО-НЕФЕЛИНОВАЯ;9;Руды  всякие
431065;РУДА ФОСФОРИТНАЯ;9;Руды  всякие
431074;ФОСФОРИТЫ;10;Остальные грузы
431089;"КОНЦЕНТРАТ МИНЕРАЛЬНЫЙ ""СИЛЬВИН""";10;Остальные грузы
432005;АММИАК ВОДНЫЙ (ВОДА АММИАЧНАЯ);10;Остальные грузы
432018;АММИАК-РАСТВОРЫ В ВОДЕ, С МАССОВОЙ ДОЛЕЙ БОЛЕЕ 10%, НО НЕ БОЛЕЕ 35%;10;Остальные грузы
433008;УДОБРЕНИЯ АЗОТНЫЕ;6;Удобрения
433012;АЗОТОБАКТЕРИН;10;Остальные грузы
433027;АММОНИЯ СУЛЬФАТ (АММОНИЙ СЕРНОКИСЛЫЙ);10;Остальные грузы
433031;АММИАКАТ;10;Остальные грузы
433046;КАРБАМИД (МОЧЕВИНА ИСКУССТВЕННАЯ);6;Удобрения
433050;КАРБАНИЛИД (ДИФЕНИЛ-МОЧЕВИНА);10;Остальные грузы
433065;НИТРАГИН;10;Остальные грузы
433070;СЕЛИТРА АММИАЧНАЯ;6;Удобрения
433099;СЕЛИТРА КАЛИЕВАЯ;6;Удобрения
433101;СЕЛИТРА КАЛЬЦИЕВАЯ;6;Удобрения
433116;СЕЛИТРА НАТРИЕВАЯ;6;Удобрения
433120;СЕЛИТРА НАТРИЕВАЯ, ВОДНЫЙ РАСТВОР КОНЦЕНТРАЦИИ МЕНЕЕ 50%;6;Удобрения
433147;УГЛЕАММИАКАТ;10;Остальные грузы
433154;УДОБРЕНИЯ АЗОТНЫЕ ЖИДКИЕ;6;Удобрения
433169;УДОБРЕНИЯ АЗОТНЫЕ КЦС-АМ ЖИДКИЕ;6;Удобрения
433173;УДОБРЕНИЯ АЗОТНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;6;Удобрения
433192;УДОБРЕНИЯ АММИАЧНО-НИТРАТНЫЕ: ОДНОРОДНЫЕ НЕРАЗДЕЛИМЫЕ;6;Удобрения
433205;УДОБРЕНИЯ АММИАЧНО-НИТРАТНЫЕ: ОДНОРОДНЫЕ НЕРАЗДЕЛИМЫЕ АЗОТНОФОСФАТНЫЕ ИЛИ АЗОТНОКАЛИЙНЫЕ СМЕСИ ИЛИ СЛОЖНЫЕ АЗОТНО- ФОСФАТНО-КАЛИЙНЫЕ УДОБРЕНИЯ, СОДЕРЖАЩИЕ НЕ БОЛЕЕ 70% НИТР АММ И НЕ БОЛЕЕ 0,4% ГОРЮЧ ВЕЩ ИЛИ НЕ БОЛЕЕ 45% НИТР АММ И НЕОГР КОЛ ГОРЮЧ ВЕЩ;6;Удобрения
433213;УДОБРЕНИЯ АММИАЧНО-НИТРАТНЫЕ: ОДНОРОД НЕРАЗДЕЛИМ СМЕСИ НИТР АММ С ДР НЕОРГ ВЕЩ, ИНЕРТ ПО ОТНОШ К НЕМУ, СОДЕРЖ НЕ МЕНЕЕ 90% НИТР АММ И НЕ БОЛЕЕ 0,2% ГОРЮЧ ВЕЩЕСТВ (ВКЛЮЧАЯ ОРГ ВЕЩ В ПЕРЕСЧ НА УГЛЕРОД) ИЛИ 70-90% НИТР АММ И БОЛЕЕ 0,4 ГОРЮЧ ВЕЩ;6;Удобрения
433224;УДОБРЕНИЯ АММИАЧНО-НИТРАТНЫЕ: ОДНОРОДНЫЕ НЕРАЗДЕЛИМЫЕ СМЕСИ НИТРАТА АММОНИЯ С КАРБАНАТОМ КАЛЬЦИЯ И (ИЛИ), ДОЛОМИТОМ, СОДЕРЖАЩЕЕ БОЛЕЕ 80% НО МЕНЕЕ 90% НИТРАТА АММОНИЯ И НЕ БОЛЕЕ 0,4% ГОРЮЧЕГО ВЕЩЕСТВА;6;Удобрения
433239;УДОБРЕНИЯ АММИАЧНО-НИТРАТНЫЕ: ОДНОРОДНЫЕ НЕРАЗДЕЛИМЫЕ СМЕСИ НИТРАТА АММОНИЯ С СУЛЬФАТОМ АММОНИЯ, СОДЕРЖАЩИЕ БОЛЕЕ 45%, НО НЕ БОЛЕЕ 70% НИТРАТА АММОНИЯ И НЕ БОЛЕЕ 0,4% ГОРЮЧЕГО ВЕЩЕСТВА;6;Удобрения
434000;УДОБРЕНИЯ КАЛИЙНЫЕ;6;Удобрения
434015;УДОБРЕНИЕ КАЛИЙНО-МАГНИЕВОЕ (КАИНИТ);10;Остальные грузы
434023;КАЛИЙ СЕРНОКИСЛЫЙ (КАЛИЯ СУЛЬФАТ) КАЛИЙ ХЛОРИСТЫЙ (КАЛИЯ ХЛОРИД);7;Хлебные грузы
434034;;10;Остальные грузы
434049;КАЛИМАГНЕЗИЯ;10;Остальные грузы
434053;КАРНАЛЛИТ;10;Остальные грузы
434068;КОНЦЕНТРАТ КАЛИЙНО-МАГНИЕВЫЙ;10;Остальные грузы
434072;СИЛЬВИНИТ;10;Остальные грузы
434091;УДОБРЕНИЯ КАЛИЙНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;6;Удобрения
434104;КАЛИЙ ХЛОРИСТЫЙ (ХЛОРКАЛИЙ)- ЭЛЕКТРОЛИТ, ОТРАБОТАННЫЙ;7;Хлебные грузы
435003;УДОБРЕНИЯ ФОСФОРНЫЕ (ФОСФАТНЫЕ);6;Удобрения
435018;МУКА ФОСФОРИТНАЯ;7;Хлебные грузы
435022;ПРЕЦИПИТАТ (ДИКАЛЬЦИЙ ФОСФАТ);10;Остальные грузы
435037;СУПЕРФОСФАТ АММОНИЗИРОВАННЫЙ;6;Удобрения
435041;СУПЕРФОСФАТ ДВОЙНОЙ;6;Удобрения
435056;СУПЕРФОСФАТ ПРОСТОЙ;6;Удобрения
435060;ТРИКАЛЬЦИЙФОСФАТ;10;Остальные грузы
435075;УДОБРЕНИЯ ФОСФАТНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;6;Удобрения
435086;ФОСФОГИПС;5;Минерально-строит.
435094;ФОСФОРОБАКТЕРИН;10;Остальные грузы
435107;ШЛАК ФОСФАТНЫЙ (ТОМАСШЛАК);10;Остальные грузы
436006;УДОБРЕНИЯ МИНЕРАЛЬНЫЕ ПРОЧИЕ;6;Удобрения
436010;АЗОФОСФАТ;10;Остальные грузы
436025;АММОФОС;10;Остальные грузы
436044;ДИАММОФОС;10;Остальные грузы
436059;ДИАММОФОСКА;10;Остальные грузы
436097;МОНОКАЛЬЦИЙФОСФАТ;10;Остальные грузы
436114;НИТРОАММОФОС;10;Остальные грузы
436129;НИТРОАММОФОСКА;10;Остальные грузы
436133;НИТРОДИАММОФОС;10;Остальные грузы
436148;НИТРОФОС;10;Остальные грузы
436152;НИТРОФОСКА;6;Удобрения
436167;ОСАДОК ФИЛЬТРАЦИОННЫЙ (ДЕФЕКАТ);10;Остальные грузы
436190;УДОБРЕНИЯ ХИМИЧЕСКИЕ И МИНЕРАЛЬНЫЕ ВСЯКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ (т.ч ДИАМОНИЙФОСФАТ);6;Удобрения
436203;"УДОБРЕНИЯ СУСПЕНЗИОННО-КОМПЛЕКСНОЕ ""СКУ""";6;Удобрения
436218;"УДОБРЕНИЕ ЖИДКОЕ КОМПЛЕКСНОЕ ""ЖКУ""";10;Остальные грузы
440001;ПРОДУКЦИЯ ХИМИКО-ФАРМАЦЕВ-ТИЧЕСКОЙ И ПАРФЮМЕРНО-КОС­МЕТИЧЕСКОЙ ПРОМЫШЛЕННОСТИ. МЫЛО;10;Остальные грузы
441004;МЕДИКАМЕНТЫ, ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ ПРОДУКЦИЯ;10;Остальные грузы
441019;АДРЕНАЛИН;10;Остальные грузы
441023;АКРИХИН;10;Остальные грузы
441038;АЛКАЛОИДЫ РАСТИТЕЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
441042;АНТИБИОТИКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
441057;АНТИНИКОТИН;10;Остальные грузы
441061;АПТЕЧКИ;10;Остальные грузы
441076;БАЦИЛИХИН ДЛЯ ЖИВОТНОВОДСТВА;10;Остальные грузы
441080;БИНТЫ МАРЛЕВЫЕ;10;Остальные грузы
441095;БРОМОФОРМ (ТРИБРОММЕТАН);10;Остальные грузы
441108;БУТАДИОН;10;Остальные грузы
441112;ВАЗЕЛИН МЕДИЦИНСКИЙ;10;Остальные грузы
441127;ВАТА МЕДИЦИНСКАЯ;10;Остальные грузы
441131;ВИТАМИНЫ;10;Остальные грузы
441146;ГЕМАТОГЕН;10;Остальные грузы
441150;ГЛИКОГЕН;10;Остальные грузы
441165;ГЛИКОЗИДЫ;10;Остальные грузы
441170;ГЛИЦЕРИН ДУШИСТЫЙ;10;Остальные грузы
441184;ГРЯЗИ МИНЕРАЛЬНЫЕ ДЛЯ ВАНН;10;Остальные грузы
441199;ДРОЖЖИ ПИВНЫЕ МЕДИЦИНСКИЕ (ТОРУЛИН);10;Остальные грузы
441201;ИЗДЕЛИЯ (ПРОДУКЦИЯ) ХИМИКО-ФАРМАЦЕВТИЧЕСКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
441216;ИЗДЕЛИЯ ИЗ МАРЛИ И ВАТЫ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ;10;Остальные грузы
441220;ЙОД ОДНОХЛОРИСТЫЙ МЕДИЦИНСКИЙ;7;Хлебные грузы
441235;КАМФАРА МЕДИЦИНСКАЯ;10;Остальные грузы
441247;КАПЛИ ГОФМАНСКИЕ;10;Остальные грузы
441254;КОЛЛОДИЙ;10;Остальные грузы
441273;КОФЕИН (ЧИСТЫЙ, ПОРОШОК);10;Остальные грузы
441288;ЛАКРИЦА (СОК СОЛОДКОВОГО КОРНЯ);7;Хлебные грузы
441292;ЛАНОЛИН ОЧИЩЕННЫЙ;10;Остальные грузы
441305;ЛЕЙКОПЛАСТЫРЬ БАКТЕРИЦИДНЫЙ;10;Остальные грузы
441339;ЛЯПИС (СЕРЕБРО АЗОТНОКИСЛОЕ);10;Остальные грузы
441343;МАГНЕЗИЯ СЕРНОКИСЛАЯ (СОЛЬ АНГЛИЙСКАЯ, СОЛЬ ГЛАУБЕРОВА МЕДИЦИНСКАЯ);10;Остальные грузы
441358;МАЗИ ЛЕЧЕБНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
441362;МАРЛЯ МЕДИЦИНСКАЯ;10;Остальные грузы
441377;МАСЛА ЛЕКАРСТВЕННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
441381;МАСЛА ЭФИРНЫЕ ФАРМАЦЕВТИЧЕСКИЕ (АИРНОЕ, АНИСОВОЕ, ЛИМОННОЕ, ПЕРСИКОВОЕ, ШАЛФЕЙНОЕ И ДР.);10;Остальные грузы
441396;МАСЛО ВАЗЕЛИНОВОЕ МЕДИЦИНСКОЕ;10;Остальные грузы
441409;МЕДИКАМЕНТЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
441428;ПАРАФИН МЕДИЦИНСКИЙ;10;Остальные грузы
441432;ПЕПСИН;10;Остальные грузы
441447;ПРЕПАРАТЫ ФЕРМЕНТНЫЕ (АМИЛОРИЗИН ПХ, ПЕКТАВАМОРИН П 10Х И Г 10Х И ДР.);10;Остальные грузы
441451;САБУР (ВЫСУШЕННЫЙ СОК ЛИСТЬЕВ АЛОЭ);10;Остальные грузы
441466;САХАРИН;10;Остальные грузы
441470;СОСТАВЫ ДЛЯ УГЛЕКИСЛЫХ ВАНН;10;Остальные грузы
441485;СПИРТ НАШАТЫРНЫЙ;10;Остальные грузы
441490;СРЕДСТВА ЛЕКАРСТВЕННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФВАВИТЕ;10;Остальные грузы
441502;СТРИХНИН;10;Остальные грузы
441517;СУЛЬФАМИДЫ;10;Остальные грузы
441521;СЫВОРОТКИ ЛЕЧЕБНЫЕ;10;Остальные грузы
441536;ТАНИН;10;Остальные грузы
441540;ХИНИН;10;Остальные грузы
441555;ЭКСТРАКТЫ ЛЕКАРСТВЕННЫЕ (ИЗ АЛОЭ, ХВОЙНОСОЛЯНЫЕ И ХВОЙНЫЕ НАТУРАЛЬНЫЕ И ДР.);10;Остальные грузы
442007;ПРОДУКЦИЯ ПАРФЮМЕРНО-КОСМЕТИЧЕСКОЙ И ЭФИРНО-МАСЛИЧНОЙ ПРОМЫШЛЕННОСТИ;10;Остальные грузы
442011;АМБРА;10;Остальные грузы
442026;ВОДЫ ДУШИСТЫЕ;10;Остальные грузы
442030;ДУХИ;10;Остальные грузы
442045;КРЕМ-ПУДРЫ;10;Остальные грузы
442057;МАСЛО ПАРФЮМЕРНОЕ;10;Остальные грузы
442064;МАСЛА ЭФИРНЫЕ НАТУРАЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
442079;МАСЛО ЭФИРНОЕ РОЗОВОЕ;10;Остальные грузы
442083;ОДЕКОЛОН;10;Остальные грузы
442098;ОТРУБИ МИНДАЛЬНЫЕ;10;Остальные грузы
442100;ПАСТА ЗУБНАЯ;10;Остальные грузы
442115;ПОМАДА ГУБНАЯ;10;Остальные грузы
442123;ПОРОШОК ЗУБНОЙ;10;Остальные грузы
442134;ПРОДУКЦИЯ ПАРФЮМЕРНО-КОСМЕТИЧЕСКОЙ ПРОМЫШЛЕННОСТИ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
442149;ШАМПУНИ;10;Остальные грузы
442153;ЭЛЕКСИРЫ ЗУБНЫЕ;10;Остальные грузы
442168;ЭССЕНЦИИ АРОМАТИЧЕСКИЕ;10;Остальные грузы
442172;ПАРФЮМЕРНЫЕ ПРОДУКТЫ, СОДЕРЖАЩИЕ ЛЕГКОВОСПЛАМЕНЯЮЩИЕСЯ РАСТВОРИТЕЛИ;10;Остальные грузы
443000;МЫЛО;10;Остальные грузы
443014;МЫЛО ТЕХНИЧЕСКОЕ ЖИДКОЕ;10;Остальные грузы
443029;МЫЛО ТУАЛЕТНОЕ ЖИДКОЕ;10;Остальные грузы
443033;МЫЛО ТУАЛЕТНОЕ ТВЕРДОЕ;10;Остальные грузы
443048;МЫЛО ХОЗЯЙСТВЕННОЕ ЖИДКОЕ;10;Остальные грузы
443052;МЫЛО ХОЗЯЙСТВЕННОЕ ТВЕРДОЕ;10;Остальные грузы
443067;СТРУЖКА СТИРАЛЬНАЯ;10;Остальные грузы
450003;КАУЧУКИ, РЕЗИНА, ИЗДЕЛИЯ РЕЗИНО-ТЕХНИЧЕСКИЕ, УГЛЕРОД ТЕХНИЧЕСКИЙ (САЖА);10;Остальные грузы
451006;КАУЧУКИ И ЛАТЕКСЫ;10;Остальные грузы
451010;БАЛАТА;10;Остальные грузы
451025;ГУТТАПЕРЧА;10;Остальные грузы
451033;КАУЧУК В РАСТВОРЕ;10;Остальные грузы
451044;КАУЧУК НАТУРАЛЬНЫЙ;10;Остальные грузы
451059;КАУЧУК СИНТЕТИЧЕСКИЙ ПИПЕРИЛЕНОВЫЙ (СКОП);10;Остальные грузы
451063;КАУЧУК СИНТЕТИЧЕСКИЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10;Остальные грузы
451078;ЛАТЕКС-НАИРИТ;10;Остальные грузы
451082;ЛАТЕКСЫ С ТЕМПЕРАТУРОЙ ВСПЫШКИ БОЛЕЕ 61С, НО НЕ БОЛЕЕ 91С;10;Остальные грузы
451100;ТИОКОЛЫ ЖИДКИЕ;10;Остальные грузы
452009;РЕЗИНА, ИЗДЕЛИЯ РЕЗИНО-ТЕХНИЧЕСКИЕ И ЭБОНИТОВЫЕ;10;Остальные грузы
452013;АВТОКАМЕРЫ (КАМЕРЫ АВТОМОБИЛЬНЫЕ) РЕЗИНОВЫЕ НОВЫЕ;10;Остальные грузы
452028;АВТОПОКРЫШКИ (ПОКРЫШКИ АВТОМОБИЛЬНЫЕ) РЕЗИНОВЫЕ НОВЫЕ;10;Остальные грузы
452032;БАКИ ЭБОНИТОВЫЕ;10;Остальные грузы
452047;ВЕЛОКАМЕРЫ (КАМЕРЫ ВЕЛОСИПЕДНЫЕ) РЕЗИНОВЫЕ НОВЫЕ;10;Остальные грузы
452051;ВЕЛОПОКРЫШКИ (ПОКРЫШКИ ВЕЛОСИПЕДНЫЕ) РЕЗИНОВЫЕ НОВЫЕ;10;Остальные грузы
452066;ГУММИЭЛАСТИК;10;Остальные грузы
452070;ИЗДЕЛИЯ ГУБЧАТЫЕ ИЗ ЛАТЕКСА;10;Остальные грузы
452085;ИЗДЕЛИЯ ГУТТАПЕРЧЕВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
452096;ИЗДЕЛИЯ КАУЧУКОВЫЕ НОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
452102;ИЗДЕЛИЯ РЕЗИНОТЕХНИЧЕСКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
452117;ИЗДЕЛИЯ ЭБОНИТОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
452121;КОЛЬЦА РЕЗИНОВЫЕ ВСЯКИЕ;10;Остальные грузы
452136;ЛЕНТА РЕЗИНОВАЯ;10;Остальные грузы
452140;МАТРАЦЫ РЕЗИНОВЫЕ;10;Остальные грузы
452155;МАТЫ РЕЗИНОВЫЕ;10;Остальные грузы
452162;МЕШКИ РЕЗИНОВЫЕ И ПРОРЕЗИНЕННЫЕ;10;Остальные грузы
452174;МОНОБЛОКИ ЭБОНИТОВЫЕ АККУМУЛЯТОРНЫЕ;10;Остальные грузы
452189;ПЕРЧАТКИ РЕЗИНОВЫЕ;10;Остальные грузы
452193;ПЛАСТИНЫ РЕЗИНОВЫЕ ВСЯКИЕ;10;Остальные грузы
452206;ПЛАСТИНЫ ИЗ ПЕНОРЕЗИНЫ;10;Остальные грузы
452210;ПОДОШВЫ РЕЗИНОВЫЕ;10;Остальные грузы
452225;ПОДУШКИ РЕЗИНОВЫЕ;10;Остальные грузы
452239;ПОДШИПНИКИ РЕЗИНОВЫЕ;10;Остальные грузы
452244;ПОКРЫШКИ АВТОБУСНЫЕ, МОТОЦИКЛЕТНЫЕ, ТРОЛЛЕЙБУСНЫЕ И ДРУГИЕ РЕЗИНОВЫЕ НОВЫЕ;10;Остальные грузы
452259;ПОРОИЗОЛ;10;Остальные грузы
452263;ПРОБКИ РЕЗИНОВЫЕ И ЭБОНИТОВЫЕ;10;Остальные грузы
452278;ПРОДУКЦИЯ ШИННОЙ ПРОМЫШЛЕННОСТИ НОВАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
452282;ПЫЛЬ ЭБОНИТОВАЯ;10;Остальные грузы
452297;РЕЗИНА ВСЯКАЯ (В ТОМ ЧИСЛЕ ИСКУССТВЕННАЯ);10;Остальные грузы
452305;РУКАВА РЕЗИНОВЫЕ И ПРОРЕЗИНЕННЫЕ;10;Остальные грузы
452314;ТАРА ЭБОНИТОВАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
452329;ТРУБКИ РЕЗИНОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
452333;ШИНЫ ВСЯКИЕ РЕЗИНОВЫЕ НОВЫЕ;10;Остальные грузы
452348;ШЛАНГИ РЕЗИНОВЫЕ И ПРОРЕЗИНЕННЫЕ;10;Остальные грузы
452352;ЭБОНИТ;10;Остальные грузы
453001;ИЗДЕЛИЯ РЕЗИНОТЕХНИЧЕСКИЕ, БЫВШИЕ В УПОТРЕБЛЕНИИ, ВОССТАНОВЛЕННЫЕ;10;Остальные грузы
453016;АВТОКАМЕРЫ РЕЗИНОВЫЕ, БЫВШИЕ В УПОТРЕБЛЕНИИ, ВОССТАНОВЛЕННЫЕ;10;Остальные грузы
453020;АВТОПОКРЫШКИ РЕЗИНОВЫЕ, БЫВШИЕ В УПОТРЕБЛЕНИИ, ВОССТАНОВЛЕННЫЕ;10;Остальные грузы
453035;ВЕЛОКАМЕРЫ РЕЗИНОВЫЕ, БЫВШИЕ В УПОТРЕБЛЕНИИ, ВОССТАНОВЛЕННЫЕ;10;Остальные грузы
453049;ВЕЛОПОКРЫШКИ РЕЗИНОВЫЕ, БЫВШИЕ В УПОТРЕБЛЕНИИ, ВОССТАНОВЛЕННЫЕ;10;Остальные грузы
453054;ПОКРЫШКИ АВТОБУСНЫЕ, МОТОЦИКЛЕТНЫЕ, ТРОЛЛЕЙБУСНЫЕ И ДР. РЕЗИНОВЫЕ, БЫВШИЕ В УПОТРЕБЛЕНИИ, ВОССТАНОВЛЕННЫЕ;10;Остальные грузы
453069;ПРОДУКЦИЯ ШИННОЙ ПРОМЫШЛЕННОСТИ РЕЗИНОВАЯ, БЫВШАЯ В;10;Остальные грузы
454004;УГЛЕРОД ТЕХНИЧЕСКИЙ (САЖА);10;Остальные грузы
454019;УГЛЕРОД ТЕХНИЧЕСКИЙ;10;Остальные грузы
460005;СМОЛЫ ПРИРОДНЫЕ И СИНТЕТИЧЕСКИЕ. ВОЛОКНА СИНТЕТИЧЕСКИЕ, ПЛАСТМАССЫ И ИЗДЕЛИЯ ИЗ НИХ. КЛЕЙ. КРАСКИ;10;Остальные грузы
461008;СМОЛЫ СИНТЕТИЧЕСКИЕ И ПЛАСТИЧЕСКИЕ МАССЫ;10;Остальные грузы
461012;АКРИЛНИТРИЛСТИРОЛ;10;Остальные грузы
461027;АМИНОПЛАСТЫ;10;Остальные грузы
461031;АСБОПЕКОЛИТ;10;Остальные грузы
461046;АСБОТЕКСТОЛИТ;10;Остальные грузы
461050;БАКЕЛИТ;10;Остальные грузы
461065;ВИНИПЛАСТ ЛИСТОВОЙ;10;Остальные грузы
461072;ВОЛОКНИТ;10;Остальные грузы
461084;ГАЛАЛИТ;10;Остальные грузы
461099;ГЕТИНАКС;10;Остальные грузы
461101;ГИПАН (ГИДРОЛИЗОВАННЫЙ ПОЛИАКРИЛОНИТРИЛ);10;Остальные грузы
461116;ЖИДКОСТИ КРЕМНИЙОРГАНИЧЕСКИЕ ГКЖ-10, ГКЖ-11;10;Остальные грузы
461120;ИДИТОЛ;10;Остальные грузы
461135;ИПОРКА;10;Остальные грузы
