etsng_code;etsng_name;cargo_group_code;cargo_group_name
341018;КЕКИ (ОТХОДЫ КОНЦЕНТРАТОВ ЦВЕТНЫХ РУД);10;Остальные грузы
341022;ОГАРКИ ЖЕЛЕЗНЫХ РУД;10;Остальные грузы
341037;ОГАРКИ КОЛЧЕДАННЫЕ (ПИРИТОВ);10;Остальные грузы
341041;ОГАРКИ ЦВЕТНЫХ РУД;10;Остальные грузы
341056;ШЛАКИ ВАНАДИЕВОГО ПРОИЗВОДСТВА;10;Остальные грузы
341060;ШЛАКИ МАГНИЕВОГО ПРОИЗВОДСТВА;10;Остальные грузы
341075;ШЛАКИ МАРТЕНОВСКИЕ;10;Остальные грузы
341089;ШЛАКИ МЕТАЛЛУРГИЧЕСКИЕ ДЛЯ ПЕРЕПЛАВКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
341094;ШЛАКИ, СОДЕРЖАЩИЕ ЦВЕТНЫЕ МЕТАЛЛЫ;10;Остальные грузы
350002;МАШИНЫ И ОБОРУДОВАНИЕ, КРОМЕ МАШИН СЕЛЬСКОХОЗЯЙСТВЕННЫХ;10;Остальные грузы
351005;МАШИНЫ, ОБОРУДОВАНИЕ И ИХ ЧАСТИ, КРОМЕ МАШИН СЕЛЬСКОХОЗЯЙСТВЕННЫХ;10;Остальные грузы
351018;ВАЛЬЦЫ ВСЕХ ВИДОВ МЕТАЛЛИЧЕСКИЕ;10;Остальные грузы
351024;КЕССОНЫ;10;Остальные грузы
351039;МАШИНЫ ДЛЯ ЗЕМЛЕРОЙНЫХ И МЕЛИОРАТИВНЫХ РАБОТ;10;Остальные грузы
351043;МАШИНЫ И ОБОРУДОВАНИЕ СТРОИТЕЛЬНЫЕ, ДОРОЖНЫЕ И ТОРФЯНОЙ ПРОМЫШЛЕННОСТИ;10;Остальные грузы
351058;МАШИНЫ ШВЕЙНЫЕ БЫТОВЫЕ;10;Остальные грузы
351062;НАСОСЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
351077;ОБОРУДОВАНИЕ ДЕРЕВООБРАБАТЫВАЮЩЕЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351081;ОБОРУДОВАНИЕ ГОРНОШАХТНОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351096;ОБОРУДОВАНИЕ ДЛЯ ВАЛЯЛЬНО-ВОЙЛОЧНОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351109;ОБОРУДОВАНИЕ ДЛЯ КАБЕЛЬНОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351113;ОБОРУДОВАНИЕ ДЛЯ ЛИТЕЙНОГО ПРОИЗВОДСТВА И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351128;ОБОРУДОВАНИЕ ДЛЯ ПИШЕВОЙ И МУКОМОЛЬНОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351132;ОБОРУДОВАНИЕ ДЛЯ ПРЕДПРИЯТИЙ ТОРГОВЛИ ОБЩЕСТВЕННОГО ПИТАНИЯ И ПИЩЕБЛОКОВ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351147;ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА АСБОЦЕМЕНТНЫХ ИЗДЕЛИЙ (АСБОШИФЕРА И АСБОТРУБ) И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;5;Минерально-строит.
351151;ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА ГИПСА, ГИПСОВЫХ ИЗДЕЛИЙ И ИЗВЕСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;5;Минерально-строит.
351166;ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА ЖЕЛЕЗОБЕТОННЫХ КОНСТРУКЦИЙ И ДЕТАЛЕЙ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;5;Минерально-строит.
351170;ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА КЕРАМИЧЕСКИХ МАСС И КЕРАМИКИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351185;ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА ПЛАСТМАСС И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351194;ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ (КИРПИЧА И ЧЕРЕПИЦЫ) И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;5;Минерально-строит.
351202;ОБОРУДОВАНИЕ ДЛЯ РЕЗИНОТЕХНИЧЕСКОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351217;ОБОРУДОВАНИЕ ДЛЯ СТЕКОЛЬНО-СИТАЛЛОВОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351221;ОБОРУДОВАНИЕ ДЛЯ ТЕКСТИЛЬНО-ГАЛАНТЕРЕЙНОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351236;ОБОРУДОВАНИЕ ДЛЯ ТЕКСТИЛЬНОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351240;ОБОРУДОВАНИЕ ДЛЯ ТРИКОТАЖНОЙ ПРОМЫШЛЕННОСТИ И ПРОИЗВОДСТВА НЕТКАНЫХ МАТЕРИАЛОВ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351255;ОБОРУДОВАНИЕ ДЛЯ ЦЕЛЛЮЛОЗНО-БУМАЖНОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351260;ОБОРУДОВАНИЕ ЦЕМЕНТНОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К;5;Минерально-строит.
351274;ОБОРУДОВАНИЕ ДЛЯ ЧЕРНОЙ И ЦВЕТНОЙ МЕТАЛЛУРГИИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351289;ОБОРУДОВАНИЕ ДЛЯ ШВЕЙНОЙ ПРОМЫШЛЕННОСТИ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351293;ОБОРУДОВАНИЕ ЭЛЕКТРОТЕХНИЧЕСКОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351306;ОБОРУДОВАНИЕ ПРОЧЕЕ, МАШИНЫ РАЗЛИЧНОГО НАЗНАЧЕНИЯ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351310;ОБОРУДОВАНИЕ КОЖЕВЕННО-ОБУВНОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351325;ОБОРУДОВАНИЕ КАМНЕДОБЫВАЮЩЕЕ И КАМНЕОБРАБАТЫВАЮЩЕЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351337;ОБОРУДОВАНИЕ КРАСИЛЬНО-ОТДЕЛОЧНОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351344;ОБОРУДОВАНИЕ КУЗНЕЧНО-ПРЕССОВОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351359;ОБОРУДОВАНИЕ ПОДЪЕМНО-ТРАНСПОРТНОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351363;ОБОРУДОВАНИЕ ПОЖАРНОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351378;ОБОРУДОВАНИЕ ПОЛИГРАФИЧЕСКОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351382;ОБОРУДОВАНИЕ ХОЛОДИЛЬНОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351397;ОБОРУДОВАНИЕ ЭНЕРГЕТИЧЕСКОЕ И ЗАПАСНЫЕ ЧАСТИ К НЕМУ;10;Остальные грузы
351403;СТАНКИ МЕТАЛЛОРЕЖУЩИЕ И ЗАПАСНЫЕ ЧАСТИ К НИМ;10;Остальные грузы
351414;ЧАСТИ (ДЕТАЛИ) МАШИН, МЕХАНИЗМОВ И ОБОРУДОВАНИЯ;10;Остальные грузы
351429;ОГНЕТУШИТЕЛИ ОДНОРАЗОВОГО ДЕЙСТВИЯ;10;Остальные грузы
351433;ОГНЕТУШИТЕЛИ УГЛЕКИСЛОТНЫЕ;10;Остальные грузы
351448;АГРЕГАТЫ ДЛЯ ПРОИЗВОДСТВА МЯГКИХ КРОВЕЛЬНЫХ МАТЕРИАЛОВ;10;Остальные грузы
360004;МАШИНЫ СЕЛЬСКОХОЗЯЙСТВЕННЫЕ, ТРАКТОРЫ И ИХ ЧАСТИ;10;Остальные грузы
361007;МАШИНЫ СЕЛЬСКОХОЗЯЙСТВЕННЫЕ И ИХ ЧАСТИ;10;Остальные грузы
361011;АВТОПОИЛКИ;10;Остальные грузы
361026;АГРЕГАТЫ ЭЛЕКТРОСТРИГАЛЬНЫЕ;10;Остальные грузы
361030;БОРОЗДОДЕЛАТЕЛИ И ЛОЖБИНОДЕЛАТЕЛИ;10;Остальные грузы
361045;БОРОНЫ;10;Остальные грузы
361057;ВЕНТИЛЯТОРЫ ДЛЯ ОЧИСТКИ ЗЕРНА (АСПИРАТОРЫ);10;Остальные грузы
361064;ВЕЯЛКИ;10;Остальные грузы
361079;ВОДОРАЗДАТЧИКИ;10;Остальные грузы
361083;ВОЛОКУШИ ТРАКТОРНЫЕ;10;Остальные грузы
361098;ГАЗОНОКОСИЛКИ;10;Остальные грузы
361100;ГРАБЛИ КОННОЙ И ТРАКТОРНОЙ ТЯГИ;10;Остальные грузы
361115;ЖАТКИ;10;Остальные грузы
361123;ЗАПАРНИКИ-СМЕСИТЕЛИ;10;Остальные грузы
361134;ЗЕРНОСУШИЛКИ;7;Хлебные грузы
361149;ИЗМЕЛЬЧИТЕЛИ ГРУБЫХ И СОЧНЫХ КОРМОВ;10;Остальные грузы
361153;ИНКУБАТОРЫ;10;Остальные грузы
361168;КАРТОФЕЛЕКОПАЛКИ;10;Остальные грузы
361172;КАРТОФЕЛЕСАЖАЛКИ;4;Лесные грузы
361187;КАТКИ ЗЕМЛЕДЕЛЬЧЕСКИЕ;10;Остальные грузы
361191;КОМБАЙНЫ СВЕКЛОУБОРОЧНЫЕ;10;Остальные грузы
361204;КОМБАЙНЫ СЕЛЬСКОХОЗЯЙСТВЕННЫЕ;10;Остальные грузы
361219;КОПАТЕЛИ И ПОДЪЕМНИКИ СВЕКЛЫ И ДР. КОРНЕПЛОДОВ;10;Остальные грузы
361223;КОРМОРАЗДАТЧИКИ;10;Остальные грузы
361238;КОСИЛКИ;10;Остальные грузы
361242;КОЧКОРЕЗЫ;10;Остальные грузы
361257;КУЛЬТИВАТОРЫ;10;Остальные грузы
361261;ЛЕМЕХИ;10;Остальные грузы
361276;ЛУЩИЛЬНИКИ ВСЯКИЕ;10;Остальные грузы
361280;ЛЬНОТЕРЕБИЛКИ;10;Остальные грузы
361295;МАШИНЫ ДЛЯ КОРЧЕВАНИЯ, УБОРКИ КАМНЕЙ, КУСТОВ И ПНЕЙ (КОРЧЕВАТЕЛИ);10;Остальные грузы
361308;МАШИНЫ ДЛЯ РАЗБРОСКИ УДОБРЕНИЙ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
361312;МАШИНЫ ДЛЯ УБОРКИ СЕНА, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
361327;МАШИНЫ ЗЕРНООЧИСТИТЕЛЬНЫЕ;7;Хлебные грузы
361331;МАШИНЫ ЛЕСОПОСАДОЧНЫЕ;4;Лесные грузы
361346;МАШИНЫ МЯЛЬНО-ТРЕПАЛЬНЫЕ;10;Остальные грузы
361350;МАШИНЫ СЕЛЬСКОХОЗЯЙСТВЕННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
361365;МАШИНЫ, УСТАНОВКИ ДОЖДЕВАЛЬНЫЕ;10;Остальные грузы
361376;МОЛОТИЛКИ;10;Остальные грузы
361384;ОПРЫСКИВАТЕЛИ ДЛЯ РАСТЕНИЙ ВСЯКИЕ;10;Остальные грузы
361399;ОТВАЛЫ ПЛУЖНЫЕ;10;Остальные грузы
361401;ПЛОДОСУШИЛКИ;10;Остальные грузы
361416;ПЛУГИ ВСЯКИЕ;10;Остальные грузы
361420;ПОКРОВОСДИРАТЕЛИ;10;Остальные грузы
361435;ПОЛОТНА К КОМБАЙНАМ ГОТОВЫЕ С ПЛАНКАМИ И МЕТАЛЛИЧЕСКИМИ КОЛЬЦАМИ;10;Остальные грузы
361442;ПРЕСС-ПОДБОРЩИКИ ГРУБЫХ КОРМОВ;10;Остальные грузы
361454;ПРЕССЫ ХЛОПЧАТНИКОВЫЕ;10;Остальные грузы
361469;РАЗБРАСЫВАТЕЛИ ЖИДКИХ УДОБРЕНИЙ;10;Остальные грузы
361473;РАЗБРАСЫВАТЕЛИ ОРГАНИЧЕСКИХ УДОБРЕНИЙ;10;Остальные грузы
361488;СЕНОКОСИЛКИ;10;Остальные грузы
361492;СЕПАРАТОРЫ МОЛОЧНЫЕ И ЗЕРНОВЫЕ;7;Хлебные грузы
361505;СЕЯЛКИ;10;Остальные грузы
361519;СНОПОВЯЗАЛКИ;10;Остальные грузы
361524;СОЛОМОПОДЪЕМНИКИ;10;Остальные грузы
361539;СОРТИРОВКИ ЗЕРНА (ГОРКИ, ЗМЕЙКИ);10;Остальные грузы
361543;СТОГОМЕТАТЕЛИ;10;Остальные грузы
361558;ТРИЕРЫ (МАШИНЫ ДЛЯ ОБРАБОТКИ ЗЕРНА);10;Остальные грузы
361562;УСТАНОВКИ ДОИЛЬНЫЕ (АГРЕГАТЫ ДОИЛЬНЫЕ);10;Остальные грузы
361577;ЧАСТИ МАШИН СЕЛЬСКОХОЗЯЙСТВЕННЫХ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
361581;ЦЕПИ ДЛЯ КОМБАЙНОВ;10;Остальные грузы
361596;ЯЩИКИ ВЫСЕВНЫЕ К ПЛУГАМ;10;Остальные грузы
362000;ТРАКТОРЫ И ИХ ЧАСТИ;10;Остальные грузы
362014;БОРТА К ТРАКТОРНЫМ ПРИЦЕПАМ;10;Остальные грузы
362029;ОСИ К ТРАКТОРНЫМ ПРИЦЕПАМ;10;Остальные грузы
362033;ПРИЦЕПЫ ТРАКТОРНЫЕ;10;Остальные грузы
362048;РАДИАТОРЫ ТРАКТОРНЫЕ;10;Остальные грузы
362052;ТРАКТОРЫ;10;Остальные грузы
362067;ТЯГАЧИ ТРАКТОРНЫЕ;10;Остальные грузы
362071;ЧАСТИ ЗАПАСНЫЕ ДЛЯ ТРАКТОРОВ;10;Остальные грузы
362086;ЧАСТИ ТРАКТОРОВ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
370006;КОНСТРУКЦИИ МЕТАЛЛИЧЕСКИЕ;10;Остальные грузы
371009;КОНСТРУКЦИИ МЕТАЛЛИЧЕСКИЕ;10;Остальные грузы
371013;БАЛКИ СТАЛЬНЫЕ СКЛЕПАННЫЕ;3;Черные металлы
371028;БАШНИ ВОДОНАПОРНЫЕ;10;Остальные грузы
371032;КАРКАСЫ ИЗ ЧЕРНЫХ МЕТАЛЛОВ;10;Остальные грузы
371047;КАРКАСЫ СЕНАЖНЫХ БАШЕН СТАЛЬНЫЕ;3;Черные металлы
371051;КОНСТРУКЦИИ МЕТАЛЛИЧЕСКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
371066;МАЧТЫ МЕТАЛЛИЧЕСКИЕ ТЕЛЕГРАФНЫЕ ДЛЯ ЭЛЕКТРИЧЕСКИХ ПРОВОДОВ И ДР.;10;Остальные грузы
371070;СВАИ МЕТАЛЛИЧЕСКИЕ;10;Остальные грузы
371085;СВЕТОФОРЫ (МАЧТЫ);10;Остальные грузы
371096;СЕМАФОРЫ;10;Остальные грузы
371102;ФЕРМЫ ПОКРЫТИЙ;10;Остальные грузы
371117;ФЕРМЫ МЕТАЛЛИЧЕСКИЕ И ИХ ЧАСТИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
380008;АВТОМОБИЛИ И ИХ ЧАСТИ;10;Остальные грузы
