ipem_index;ipem_key;origin_esr;dest_esr;cargo_name;cargo_id;cargo_code;rzd_cost_loaded_per_ton;rzd_cost_empty_per_ton;rzd_cost_total_per_ton;operators_cost_per_ton;transshipment_cost_per_ton;excise_or_duty_per_ton;transport_total_cost_per_ton;production_cost_per_ton;total_cost_per_ton;market_price_per_ton;rzd_match_count
241;80120_98210;80120;98210;ПРОК ЧЕРМЕТ ПР;32411;32411;4334.38;1397.21;5731.59;1598.24;0.00;0.00;7329.83;52200.00;59529.83;60000;7
243;30250_20120;30250;20120;СТАЛЬ ЛИСТ ПР;32416;32416;1178.48;0.00;1178.48;360.67;0.00;0.00;1672.48;30175.28;31847.76;40940.25;17
245;65430_2410;65430;2410;КАТАНКА СТ;32403;32403;4501.74;724.48;5226.22;1017.06;0.00;0.00;6243.28;38715.00;44958.28;44500;2
246;80120_19330;80120;19330;СТАЛЬ СОРТ;32418;32418;3388.74;600.35;3989.09;859.13;0.00;0.00;4848.22;43935.00;48783.22;50500;5
247;59220_3590;59220;3590;СТАЛЬ ЛИСТ ПР;32416;32416;3281.09;576.68;3857.77;760.00;850.00;0.00;5467.77;27889.28;33357.05;40940.25;6
248;81760_98210;81760;98210;СТАЛЬ ЛИСТ ПР;32416;32416;4733.66;1547.76;6281.42;1775.31;0.00;0.00;8056.73;34290.09;42346.83;50500;15
249;78170_17140;78170;17140;ТРУБЫ МЕТ ПР;32305;32305;4336.87;701.11;5037.98;1132.02;0.00;0.00;6170.00;61845.00;68015.00;66500;2
250;51150_79700;51150;79700;ТРУБЫ БЕСШОВ;32302;32302;5871.61;929.07;6800.68;1173.66;0.00;0.00;7974.34;69657.00;77631.34;74900;15
251;51150_79800;51150;79800;ТРУБЫ БЕСШОВ;32302;32302;6434.83;1000.97;7435.80;1257.49;0.00;0.00;8693.29;69657.00;78350.29;74900;12
252;78170_79800;78170;79800;ТРУБЫ МЕТ ПР;32305;32305;2659.32;550.24;3209.56;702.63;0.00;0.00;3912.19;61845.00;65757.19;66500;9
253;80120_17140;80120;17140;ПРОК ЧЕРМЕТ ПР;32411;32411;4388.19;676.66;5064.85;1126.03;0.00;0.00;6190.88;52200.00;58390.88;60000;1
254;81760_54490;81760;54490;СТАЛЬ ЛИСТ ПР;32416;32416;4895.53;742.66;5638.19;1273.59;0.00;0.00;6911.78;34290.09;41201.88;40940.25;37
255;43860_90430;43860;90430;ШАРЫ СТ ПОМОЛ;32421;32421;8010.94;0.00;8010.94;828.48;0.00;0.00;8839.42;32000.00;40839.42;50000;5
256;30250_64840;30250;64840;СТАЛЬ ЛИСТ ПР;32416;32416;1204.73;0.00;1204.73;283.38;0.00;0.00;1592.87;30175.28;31768.16;50500;35
257;80120_2410;80120;2410;КАТАНКА СТ;32403;32403;4166.10;681.24;4847.34;1013.29;0.00;0.00;5860.63;38715.00;44575.63;44500;3
259;24360_64780;24360;64780;ПРОК ЧЕРМЕТ ПР;32411;32411;982.95;0.00;982.95;249.69;0.00;0.00;1324.95;47400.00;48724.95;60000;13
260;81420_23670;81420;23670;СТАЛЬ ЛИСТ ПР;32416;32416;3416.59;0.00;3416.59;449.09;0.00;0.00;3865.68;35661.70;39527.38;50500;6
261;59220_53310;59220;53310;СЛЯБЫ;31407;31407;2652.29;491.82;3144.11;548.89;1100.00;0.00;4793.00;21661.27;26454.27;35510.28;9
262;51150_54490;51150;54490;ТРУБЫ ВОДГАЗ ПР;32304;32304;2763.31;547.13;3310.44;712.58;0.00;0.00;4023.02;48546.00;52569.02;52200;6
263;59220_98610;59220;98610;СТАЛЬ ЛИСТ ТРАН;32417;32417;4825.54;0.00;4825.54;825.74;842.11;0.00;6798.65;27889.28;34687.93;40940.25;1
264;30250_3160;30250;3160;ЗАГОТ Д/ПЕР КАЧ;31402;31402;1280.19;0.00;1280.19;385.94;0.00;0.00;1666.13;25029.58;26695.70;37923.6;3
265;59220_24360;59220;24360;ЗАГОТ Д/ПЕР КАЧ;31402;31402;1504.69;0.00;1504.69;323.93;0.00;0.00;1828.62;23133.40;24962.02;37923.6;5
266;80060_95630;80060;95630;ТРУБЫ СТ БОЛЬШ;32307;32307;10849.71;0.00;10849.71;1201.76;0.00;0.00;12051.47;69006.00;81057.47;74200;3
267;61010_92710;61010;92710;ТРУБЫ БЕСШОВ;32302;32302;8743.83;0.00;8743.83;915.13;0.00;0.00;9658.96;69657.00;79315.96;74900;3
268;80120_65430;80120;65430;ЗАГОТ Д/ПЕР КАЧ;31402;31402;1336.64;0.00;1336.64;374.24;0.00;0.00;1710.88;32993.53;34704.41;37923.6;6
269;80120_43840;80120;43840;РЕЛЬСЫ НОВ Р-65;32102;32102;4015.09;641.08;4656.17;846.15;0.00;0.00;5502.32;59160.00;64662.32;68000;2
271;81760_63730;81760;63730;СТАЛЬ ЛИСТ ПР;32416;32416;1030.30;0.00;1030.30;297.55;0.00;0.00;1437.85;34290.09;35727.94;50500;11
272;78130_93710;78130;93710;ТРУБЫ МЕТ ПР;32305;32305;6887.17;0.00;6887.17;843.18;0.00;0.00;7730.35;61845.00;69575.35;66500;2
273;93290_3560;93290;3560;КРЕМНИЙ КРИСТАЛ;31302;31302;3034.43;0.00;3034.43;608.63;728.57;0.00;4596.63;77616.00;82212.63;100800;1
276;78030_52100;78030;52100;СТАЛЬ ЛИСТ ТРАН;32417;32417;1985.82;0.00;1985.82;368.86;736.36;0.00;3227.41;27889.28;31116.69;40940.25;21
277;92450_98020;92450;98020;ФЕРРОСИЛ 30-90;31307;31307;2742.36;0.00;2742.36;560.67;872.73;0.00;4383.04;87696.00;92079.04;100800;8
278;81760_85120;81760;85120;СТАЛЬ ЛИСТ ПР;32416;32416;3378.03;0.00;3378.03;463.13;0.00;0.00;3841.16;34290.09;38131.25;50500;19
279;59220_78000;59220;78000;СТАЛЬ ЛИСТ ПР;32416;32416;3450.45;610.27;4060.72;836.00;0.00;0.00;4896.72;27889.28;32786.00;50500;21
280;43860_52100;43860;52100;ЗАГОТ Д/ПЕР РЯД;31403;31403;2345.99;447.35;2793.34;516.12;1100.00;0.00;4409.46;24271.10;28680.56;37923.6;10
281;81420_52090;81420;52090;ЧУГУН ПЕР РЯД;31106;31106;2656.52;587.55;3244.07;644.35;0.00;0.00;3888.42;22698.00;26586.42;29100;2
282;30250_64840;30250;64840;СТАЛЬ ЛИСТ ПР;32416;32416;1204.73;0.00;1204.73;283.38;0.00;0.00;1592.87;30175.28;31768.16;50500;35
283;24360_81650;24360;81650;ТРУБЫ СТ БОЛЬШ;32307;32307;5321.69;3005.42;8327.11;1055.91;;0.00;9383.02;58618.00;68001.02;74200;1
284;79510_20120;79510;20120;ТРУБЫ МЕТ ПР;32305;32305;4733.81;759.43;5493.24;1298.51;0.00;0.00;6791.75;61845.00;68636.75;66500;2
285;21190_98020;21190;98020;ЧУГУН ПЕР РЯД;31106;31106;3830.28;1570.10;5400.38;1503.48;750.00;0.00;7653.86;27645.00;35298.86;29304.6;2
286;81420_81650;81420;81650;СТАЛЬ ЛИСТ ПР;32416;32416;1266.97;173.83;1440.80;336.82;0.00;0.00;1777.62;35661.70;37439.32;40940.25;14
287;81420_52100;81420;52100;ЧУГУН ПЕР РЯД;31106;31106;3106.35;634.17;3740.52;644.35;1100.00;0.00;5484.87;22857.59;28342.46;29304.6;13
289;59220_93260;59220;93260;СТАЛЬ ЛИСТ ПР;32416;32416;7802.32;0.00;7802.32;722.00;0.00;0.00;8524.32;27889.28;36413.60;50500;2
290;21190_52100;21190;52100;ЧУГУН ПЕР РЯД;31106;31106;2013.32;471.06;2484.38;501.16;1100.00;0.00;4085.54;27645.00;31730.54;29304.6;4
291;59220_23860;59220;23860;СТАЛЬ ЛИСТ ПР;32416;32416;1573.45;288.41;1861.86;532.00;0.00;0.00;2393.86;27889.28;30283.14;50500;4
292;59220_23060;59220;23060;СТАЛЬ ЛИСТ ПР;32416;32416;1357.20;232.83;1590.03;608.00;0.00;0.00;2198.03;27889.28;30087.31;50500;13
293;59220_3590;59220;3590;СТАЛЬ ЛИСТ ПР;32416;32416;3140.11;551.35;3691.46;760.00;850.00;0.00;5301.46;27889.28;33190.74;40940.25;6
294;81760_23860;81760;23860;СТАЛЬ ЛИСТ ПР;32416;32416;3776.45;660.24;4436.69;849.06;0.00;0.00;5285.75;34290.09;39575.85;50500;11
295;81760_23540;81760;23540;СТАЛЬ ЛИСТ КРОВ;32415;32415;3776.45;660.24;4436.69;926.25;0.00;0.00;5362.94;34290.09;39653.03;50500;11
296;80060_1840;80060;1840;ТРУБЫ СТ БОЛЬШ;32307;32307;7818.62;5108.44;12927.06;1229.59;0.00;0.00;14156.65;69006.00;83162.65;74200;2
297;61010_1840;61010;1840;ТРУБЫ БЕСШОВ;32302;32302;5471.87;921.41;6393.28;1189.67;0.00;0.00;7582.95;69657.00;77239.95;74900;3
298;30250_17200;30250;17200;СТАЛЬ ЛИСТ ПР;32416;32416;2803.78;1441.51;4245.29;732.76;;0.00;4978.05;30175.28;35153.33;40940.25;8
299;59220_31620;59220;31620;СТАЛЬ ЛИСТ ПР;32416;32416;935.37;0.00;935.37;284.74;0.00;0.00;1325.37;27889.28;29214.64;50500;1
300;23670_91140;23670;91140;ТРУБЫ СТ БОЛЬШ;32307;32307;17187.57;0.00;17187.57;1954.46;0.00;0.00;19142.03;56392.00;75534.03;74200;2
301;81760_54490;81760;54490;СТАЛЬ ЛИСТ ПР;32416;32416;2070.73;0.00;2070.73;622.15;0.00;0.00;2922.88;34290.09;37212.98;40940.25;37
302;30250_17140;30250;17140;СТАЛЬ ЛИСТ ПР;32416;32416;2602.74;496.63;3099.37;646.00;0.00;0.00;3745.37;30175.28;33920.65;40940.25;68
303;3160_23670;3160;23670;СТАЛЬ ЛИСТ ПР;32416;32416;2525.77;1364.39;3890.16;789.47;0.00;0.00;4679.63;30175.28;34854.92;50500;4
304;30250_22970;30250;22970;СТАЛЬ ЛИСТ ПР;32416;32416;1897.40;948.05;2845.45;645.16;0.00;0.00;3490.61;30175.28;33665.89;50500;6
305;81760_17140;81760;17140;СТАЛЬ ЛИСТ ПР;32416;32416;4497.86;702.58;5200.44;1119.22;0.00;0.00;6319.66;34290.09;40609.75;40940.25;7
306;43860_20540;43860;20540;ШАРЫ СТ ПОМОЛ;32421;32421;401.79;0.00;401.79;304.31;0.00;0.00;818.60;32000.00;32818.60;50000;5
307;81760_17140;81760;17140;СТАЛЬ ЛИСТ ПР;32416;32416;1903.50;0.00;1903.50;378.70;0.00;0.00;2422.20;34290.09;36712.29;40940.25;7
309;81420_52100;81420;52100;ЧУГУН ПЕР РЯД;31106;31106;2822.91;587.55;3410.46;644.35;1100.00;0.00;5154.81;22857.59;28012.40;29304.6;13
310;43860_30250;43860;30250;ПРОК ЧЕРМЕТ ПР;32411;32411;2596.21;0.00;2596.21;411.67;0.00;0.00;3007.88;38400.00;41407.88;60000;2
311;81760_85120;81760;85120;СТАЛЬ ЛИСТ ПР;32416;32416;3523.36;0.00;3523.36;463.13;0.00;0.00;3986.49;34290.09;38276.58;50500;19
312;81760_51150;81760;51150;СТАЛЬ ЛИСТ ПР;32416;32416;4164.67;702.58;4867.25;926.25;0.00;0.00;5793.50;34290.09;40083.59;50500;19
313;81760_51000;81760;51000;СТАЛЬ ЛИСТ ПР;32416;32416;4050.03;690.16;4740.19;849.06;0.00;0.00;5589.25;34290.09;39879.35;50500;39
314;78170_28830;78170;28830;ТРУБЫ МЕТ ПР;32305;32305;3745.24;670.71;4415.95;858.77;0.00;0.00;5274.72;61845.00;67119.72;66500;9
315;78170_19980;78170;19980;ТРУБЫ МЕТ ПР;32305;32305;3333.25;625.04;3958.29;858.77;0.00;0.00;4817.06;61845.00;66662.06;66500;2
316;78170_19220;78170;19220;ТРУБЫ МЕТ ПР;32305;32305;3199.65;610.25;3809.90;780.70;0.00;0.00;4590.60;61845.00;66435.60;66500;2
317;21190_52100;21190;52100;ЧУГУН ПЕР РЯД;31106;31106;2174.96;506.82;2681.78;644.35;1100.00;0.00;4426.13;27645.00;32071.13;29304.6;4
318;24360_4750;24360;4750;КОЛЕСА ВАГ НОВ;32404;32404;2345.32;479.96;2825.28;608.00;0.00;0.00;3433.28;142990.00;146423.28;181000;2
319;43860_98070;43860;98070;ШАРЫ СТ ПОМОЛ;32421;32421;3780.96;0.00;3780.96;1014.38;0.00;0.00;5170.34;32000.00;37170.34;50000;2
320;24360_54490;24360;54490;ТРУБЫ СТ БОЛЬШ;32307;32307;6573.72;3658.78;10232.50;1239.54;;0.00;11472.04;58618.00;70090.04;74200;1
321;59220_52100;59220;52100;СТАЛЬ ЛИСТ ПР;32416;32416;1232.74;0.00;1232.74;284.74;852.63;0.00;2475.37;27889.28;30364.64;40940.25;34
322;80120_54490;80120;54490;ЗАГОТ СТ ПР;31405;31405;5009.21;746.44;5755.65;1309.85;0.00;0.00;7065.50;32993.53;40059.03;37923.6;4
323;81760_23860;81760;23860;СТАЛЬ ЛИСТ ПР;32416;32416;3670.05;641.37;4311.42;849.06;0.00;0.00;5160.48;34290.09;39450.58;50500;11
324;79510_81200;79510;81200;ТРУБЫ МЕТ ПР;32305;32305;2403.27;504.87;2908.14;669.83;0.00;0.00;3577.97;61845.00;65422.97;66500;7
325;59220_52100;59220;52100;СТАЛЬ ЛИСТ ПР;32416;32416;2691.66;517.76;3209.42;608.00;1100.00;0.00;4917.42;27889.28;32806.70;40940.25;34
326;59220_78000;59220;78000;СТАЛЬ ЛИСТ ПР;32416;32416;1759.23;0.00;1759.23;370.16;0.00;0.00;2266.23;27889.28;30155.50;50500;21
327;51150_61840;51150;61840;ЗАГОТОВКА ТРУБ;31406;31406;2396.68;454.63;2851.31;646.00;0.00;0.00;3497.31;41850.00;45347.31;45000;22
328;30250_90430;30250;90430;ШАРЫ СТ ПОМОЛ;32421;32421;7882.07;0.00;7882.07;803.21;0.00;0.00;8685.28;33000.00;41685.28;50000;6
329;30250_62510;30250;62510;ЧУГУН ПЕР РЯД;31106;31106;2060.31;504.54;2564.85;508.53;0.00;0.00;3073.38;19206.00;22279.38;29100;2
330;24360_79840;24360;79840;ТРУБЫ МЕТ ПР;32305;32305;5818.96;1056.22;6875.18;1438.82;0.00;0.00;8314.00;52535.00;60849.00;66500;1
331;24360_79860;24360;79860;ТРУБЫ СТ БОЛЬШ;32307;32307;7620.11;4955.09;12575.20;1285.45;0.00;0.00;13860.65;58618.00;72478.65;74200;8
332;43860_17140;43860;17140;ПРОК ЧЕРМЕТ ПР;32411;32411;1964.87;344.59;2309.46;486.52;0.00;0.00;2795.98;38400.00;41195.98;60000;7
333;80120_86250;80120;86250;ЗАГОТ Д/ПЕР КАЧ;31402;31402;3257.64;0.00;3257.64;449.09;0.00;0.00;3706.73;32993.53;36700.26;37923.6;4
334;80120_65430;80120;65430;ЗАГОТ Д/ПЕР КАЧ;31402;31402;1482.30;0.00;1482.30;374.24;0.00;0.00;1856.54;32993.53;34850.07;37923.6;6
335;80120_52350;80120;52350;ЗАГОТ Д/ПЕР КАЧ;31402;31402;4395.53;720.15;5115.68;973.03;0.00;0.00;6088.71;32993.53;39082.24;37923.6;5
336;43860_52350;43860;52350;ЗАГОТ Д/ПЕР РЯД;31403;31403;2111.87;440.89;2552.76;516.12;0.00;0.00;3068.88;24271.10;27339.98;37923.6;4
337;21190_17140;21190;17140;ЧУГУН ПЕР РЯД;31106;31106;1228.00;271.70;1499.70;465.36;0.00;0.00;1965.06;27645.00;29610.06;29304.6;1
339;95530_10310;95530;10310;ЗЕРНО БОБОВ;1802;1802;2830.90;1812.34;4643.24;3785.71;;3173.99;11602.94;38000.00;49602.94;43453.57;14
342;59540_10310;59540;10310;ЗЕРНО БОБОВ;1802;1802;539.09;304.07;843.16;946.43;;3204.12;4993.70;38000.00;42993.70;43453.57;4
343;95530_59540;95530;59540;ЗЕРНО БОБОВ;1802;1802;3169.93;2026.90;5196.83;1892.86;;;7089.69;38000.00;45089.69;43453.57;12
344;53730_17140;53730;17140;СЕМЕНА МАСЛ ПР;2108;2108;1897.63;1051.00;2948.63;1097.86;;;4046.49;30000.00;34046.49;36462.26;3
347;64620_52100;64620;52100;ПШЕНИЦА;1100;1100;1587.40;865.50;2452.90;681.43;1637.61;1921.60;6693.54;15000.00;21693.54;22000;15
351;60720_52100;60720;52100;ПШЕНИЦА;1100;1100;1467.47;779.03;2246.50;757.14;1637.61;1921.60;6562.85;15000.00;21562.85;22000;15
353;60110_52100;60110;52100;ПШЕНИЦА;1100;1100;1203.17;624.60;1827.77;605.71;1637.61;1921.60;5992.69;15000.00;20992.69;22000;3
354;92450_3620;92450;3620;АЛЮМИНИЙ СПЛАВ;33101;33101;3700.57;1335.31;5035.88;955.01;1300.00;0.00;7290.89;170225.25;177516.14;205390.77;19
355;88760_98090;88760;98090;АЛЮМИНИЙ СПЛАВ;33101;33101;3708.60;0.00;3708.60;973.80;1300.00;0.00;6342.40;170225.25;176567.65;205390.77;4
356;89210_94700;89210;94700;АЛЮМИНИЙ СПЛАВ;33101;33101;1676.54;0.00;1676.54;637.61;0.00;0.00;2549.86;170225.25;172775.11;205390.77;4
357;88760_52780;88760;52780;АЛЮМИНИЙ СПЛАВ;33101;33101;4181.76;1472.12;5653.88;1053.79;1300.00;0.00;8007.67;170225.25;178232.92;205390.77;18
359;92450_3620;92450;3620;АЛЮМИНИЙ СПЛАВ;33101;33101;4340.82;1507.22;5848.04;1162.63;1300.00;0.00;8310.67;170225.25;178535.92;205390.77;19
360;89010_52780;89010;52780;АЛЮМИНИЙ СПЛАВ;33101;33101;4888.77;708.36;5597.13;1235.00;1300.00;0.00;8132.13;170225.25;178357.38;205390.77;16
361;88760_98720;88760;98720;АЛЮМИНИЙ СПЛАВ;33101;33101;4222.98;1631.29;5854.27;1138.09;1300.00;0.00;8292.36;170225.25;178517.61;205390.77;6
362;92030_98720;92030;98720;АЛЮМИНИЙ СПЛАВ;33101;33101;4053.06;1358.17;5411.23;1053.79;1300.00;0.00;7765.02;170225.25;177990.27;205390.77;6
364;92450_3620;92450;3620;АЛЮМИНИЙ СПЛАВ;33101;33101;4028.12;1438.46;5466.58;1162.63;1300.00;0.00;7929.21;170225.25;178154.46;205390.77;19
365;93290_3590;93290;3590;АЛЮМИНИЙ СПЛАВ;33101;33101;4663.09;0.00;4663.09;729.17;1300.00;0.00;6961.83;170225.25;177187.08;205390.77;8
366;89010_63800;89010;63800;АЛЮМИНИЙ СПЛАВ;33101;33101;4019.04;509.77;4528.81;799.12;0.00;0.00;5327.93;170225.25;175553.18;205390.77;17
367;92450_79540;92450;79540;АЛЮМИНИЙ СПЛАВ;33101;33101;4331.52;534.19;4865.71;823.33;0.00;0.00;5689.04;170225.25;175914.29;205390.77;3
368;1540_30250;1540;30250;КОНЦЕНТРАТ ЖЛРУ;14109;14109;954.14;519.40;1473.54;644.35;0.00;0.00;2117.89;2825.58;4943.46;7750;2
369;77300_52100;77300;52100;ОКАТЫШИ Ж/РУД;14111;14111;1313.04;599.83;1912.87;715.94;1100.00;0.00;3728.81;3939.98;7668.79;7153.77;6
370;2780_30250;2780;30250;ОКАТЫШИ Ж/РУД;14111;14111;741.45;371.10;1112.55;501.16;0.00;0.00;1613.71;2758.08;4371.79;8000;6
371;43840_96010;43840;96010;БРИКЕТЫ ЖЕЛЕЗ;14103;14103;2139.32;1458.65;3597.97;1431.88;0.00;0.00;5029.85;3219.20;8249.05;7153.77;2
372;91370_80120;91370;80120;АГЛОРУДА;14113;14113;1720.96;1043.69;2764.65;1503.48;0.00;0.00;4268.13;1147.50;5415.63;7650;9
373;43840_91310;43840;91310;КОНЦЕНТРАТ ЖЛРУ;14109;14109;2061.74;1359.48;3421.22;1575.07;0.00;0.00;4996.29;3487.50;8483.79;7750;3
374;1640_2140;1640;2140;ШТЕЙН НИКЕЛЕВ;15165;15165;1092.92;0.00;1092.92;473.38;0.00;0.00;1741.30;548168.40;549909.70;1034280;2
376;43840_54490;43840;54490;БРИКЕТЫ ЖЕЛЕЗ;14103;14103;1118.90;561.81;1680.71;894.93;0.00;0.00;2575.64;3219.20;5794.83;7153.77;1
377;1810_98610;1810;98610;КОНЦЕНТР НИКЕЛ;15119;15119;4079.29;0.00;4079.29;937.73;1066.67;0.00;6430.36;548168.40;554598.76;1034280;6
379;79540_85030;79540;85030;РУДА АЛЮМИН ПР;15133;15133;927.45;524.91;1452.36;644.35;0.00;0.00;2096.71;35174.14;37270.85;45680.7;1
380;1540_30250;1540;30250;КОНЦЕНТРАТ ЖЛРУ;14109;14109;887.14;483.63;1370.77;501.16;0.00;0.00;1871.93;2825.58;4697.51;7750;2
381;77300_30260;77300;30260;ОКАТЫШИ Ж/РУД;14111;14111;954.14;519.40;1473.54;715.94;0.00;0.00;2189.48;3939.98;6129.46;8000;1
382;1810_3560;1810;3560;КОНЦЕНТР НИКЕЛ;15119;15119;1043.69;0.00;1043.69;360.67;906.67;0.00;2444.36;548168.40;550612.76;1034280;6
384;43840_52100;43840;52100;БРИКЕТЫ ЖЕЛЕЗ;14103;14103;832.06;434.39;1266.45;501.16;1100.00;0.00;2867.61;3219.20;6086.81;7153.77;9
385;77300_52100;77300;52100;ОКАТЫШИ Ж/РУД;14111;14111;1399.99;706.44;2106.43;1002.32;1100.00;0.00;4208.75;3939.98;8148.73;7153.77;6
386;43840_59230;43840;59230;КОНЦЕНТРАТ ЖЛРУ;14109;14109;333.64;105.04;438.68;357.97;0.00;0.00;796.65;2635.00;3431.65;7750;2
387;2780_93150;2780;93150;ОКАТЫШИ Ж/РУД;14111;14111;1839.83;1153.66;2993.49;1431.88;0.00;0.00;4425.37;2758.08;7183.45;8000;6
388;79540_92030;79540;92030;ГЛИНОЗЕМ;15106;15106;1919.80;671.36;2591.16;859.13;0.00;0.00;3450.29;35174.14;38624.43;45680.7;5
389;92570_80120;92570;80120;КОНЦЕНТРАТ ЖЛРУ;14109;14109;1265.07;689.15;1954.22;715.94;0.00;0.00;2670.16;5580.00;8250.16;7750;6
390;43840_91720;43840;91720;КОНЦЕНТРАТ ЖЛРУ;14109;14109;2188.52;1476.78;3665.30;1718.26;0.00;0.00;5383.56;3487.50;8871.06;7750;2
391;79540_93290;79540;93290;ГЛИНОЗЕМ;15106;15106;1961.74;718.46;2680.20;787.54;0.00;0.00;3467.74;35174.14;38641.88;45680.7;2
392;20540_1840;20540;1840;ОКАТЫШИ Ж/РУД;14111;14111;1142.07;614.26;1756.33;644.35;0.00;0.00;2400.68;3030.75;5431.43;8000;2
394;1810_98610;1810;98610;КОНЦЕНТР НИКЕЛ;15119;15119;4309.99;0.00;4309.99;1154.13;1066.67;0.00;6957.46;548168.40;555125.86;1034280;6
395;43540_30250;43540;30250;АГЛОРУДА;14113;14113;876.32;484.82;1361.14;644.35;0.00;0.00;2005.49;2000.00;4005.49;7650;3
